id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Beak,Body,Clothing,Eyes,Eyewear,Headwear
103,7.7,1567,32.42,https://magiceden.io/item-details/5XGHmmhemED4fvYv8Vq4Pq5uwiRh1iUwWmnGEQKEwwkU,,Rays Yellow,Metaduck,Devil,Regal Suit,Robo Magenta,Blue Makeup,
140,12,3481,0,https://magiceden.io/item-details/BABj4DS865i9LvVqRoJGJNXLT5dvrT6Eo2T3uCTUSW5z,,Rays Pink,Goth,Goth,,Classic,Virtual Eye Scanner,Goldern Horns
149,9,404,25.42,https://magiceden.io/item-details/7CifU3jkufqW9HAEguJrPPhsZPgJyvFTsYJPF7kRTyyC,Spiked Choker,Rays Pink,Zombie,Zombie,,Classic,Death Metal,Eric's Hat
164,2.68,5047,64.69,https://magiceden.io/item-details/JAh1yJnZ3BwJGyMfDitgFaSJ6NUfjgy4cS83nT22JFPo,,Chess Purple,Yellow,White,Basketball Kobe Purple,Classic,,Top Hat
182,5,1408,60.24,https://magiceden.io/item-details/3GPX7m2FAdFHdUC9KKy8wXZCwr6AKbpWrdJAX5Qnww4J,,Biege Dotted,Metaduck,Bath,Black Cowboy Shirt,Metaduck,Wayfarer Glasses,Party Hat
203,5.5,1067,57,https://solanart.io/nft/7Gi5jdTWWEL3omykXzu2v4XBB9e6MMqmF5PS1PuppA3C,,Waves Orange,Devil,Goth,Total Black,Otherside Yellow,Band Hero Purple,Sambrero
246,8.2,1585,27.33,https://magiceden.io/item-details/3JeGZkYAmaGbDu964wGtG3jf819pRuLibovLxdkhju7P,,Waves Orange,Zombie,Zombie,,Strab,Heist Mask,
263,8.2,2917,20.47,https://solanart.io/nft/CXrhcfQPzqDiUtYg7w6DZWnyo3B1wCq41KfczNVp6fcq,,Rays Dark,Yellow,Devil,Wang GOFL Tee,Empty,Hockey Black,
268,5,5268,40.35,https://solanart.io/nft/g46DhahpdWCHWKbA3LgYAb63cmeMYDJxP8xnJwvMYC3,,Waves,Yellow,Goth,Experience Tee,Classic,,Sailor Hat
275,4.4,4191,51.9,https://magiceden.io/item-details/61WUN1LAoibyXNbU2UqFtad7rtRUoXMqxsPoqAKp64mf,,Ducktrix,Metaduck,White,McFly Retro,Classic,,Red Horns
295,2,2179,86.27,https://magiceden.io/item-details/BRvDUA9epzMWiXbNjzyayY59kUjSVSRYbvLtwLz4BbLc,,Biege Dotted,Devil,Metaduck,Vice Suit,Stoned,Death Metal,
296,3,3555,69.18,https://magiceden.io/item-details/ETApTLHvpJqr4MUWujPexchbzfVT7V5jRw5NYE4LQYGj,,Dark Drips,Yellow,White,,Otherside Yellow,Cyclop,Red Dragon Bandana
298,4.5,605,69.38,https://magiceden.io/item-details/J3J8Jn8WufQiAabB5oJ9Wi2ef6FneCktXrXhfCoQTgXg,,Solana,Metaduck,Metaduck,Prisoner,Strab,Cyclop,Red Dragon Bandana
323,20,5167,0,https://solanart.io/nft/9mP6yZikuE96qNMbGLub16smcSZ9HpwSLxnheC2EnWkc,,Chess Purple,Yellow,Goth,Wild Lover Suit,Classic,,Brain
329,2.75,5201,63.2,https://magiceden.io/item-details/BgskZeYETLvL4uEwpXN1QoJzgvNTZfvV4gg4bucPhHSG,,Dark Drips,Yellow,Hunt,Basketball Duckstars Black,Classic,,Mia Blue
339,2.95,2798,73.58,https://magiceden.io/item-details/Emy27z2tduAJ98WMA6BskHGgLW29UvFk6deqNPsJPwfX,,Waves Purple,Metaduck,White,Outlaw Quacker Jacket,Classic,Round Glasses,Strong Beak
355,2.9,5695,59.15,https://magiceden.io/item-details/8W9HuaqZftoRWu8TVzWrhpHCdBkTLhsmmnTDBfbPFiiL,,Quackgram Lines,Goth,Bath,Wild Lover Shirt,Classic,,Party Hat
356,2.7,2953,75.28,https://magiceden.io/item-details/6GHAhduKJBLjZLRnKDE2A76ipwxAFEQwP1z84kjJc1fs,,Rays Yellow,Devil,Bath,Billie Quack Armstrong,Classic,Band Hero Purple,Ballas Bandana
378,4.3,6508,40.96,https://magiceden.io/item-details/GH9MeNXnRsoGLh2H6FU9sWzgy6TLDteWN4Pro9LiuMj1,,Framed Strains,Yellow,Metaduck,Squid Game,Classic,,Dewey Hat
401,6.99,2169,36.42,https://magiceden.io/item-details/EC9ginqCEpL8CyMc27iGbWPPYejpmBvU42ALJPWpF9rn,,Framed Strains,Devil,Hunt,Playduck,Classic,2477 Mask,Black Horns
410,3.5,5809,52.56,https://magiceden.io/item-details/76LiE84gpf5PTgoqYsuyjQQ7rRTYJnA2TgSWGyuWiDSs,,Red Dots,Yellow,Metaduck,Coverall,Classic,,Rice Hat
439,29,4736,0,https://solanart.io/nft/3MwYmiY5fru9e4CcWiu45oL8HMPKEoXxEVrzsqEEZroG,,Ducktrix,Yellow,Devil,Total Black,Classic,,Viking Helmet
466,2,7700,57.82,https://magiceden.io/item-details/6jmxaKxUEzrPUr1GwQMEGdGrEjZeXfY7aC6cyETaE7LH,,Red Dots,Yellow,White,,Classic,,Black Bandana
483,3.33,2880,69.36,https://magiceden.io/item-details/GwfgZhYM82XzRiZi7NiVNnXEEUJ7kALgLCtvdxvNGQ3Z,,Red Dots,Yellow,Goth,Regal Suit,Creep,,Huey Hat
497,10,586,14.48,https://magiceden.io/item-details/DYQawUmHAGMyPaLbhkb3AKnYe7D5CCHf9AShMnm6jV5h,,Biege Dotted,Metaduck,Bath,Wild Lover Suit,Robo Magenta,Gordon's Glasses,Ginger Hair
504,3,4416,64.74,https://magiceden.io/item-details/D3onPofgpUiFjdu34xrhuWbEiAeCEwdVP5oHWGsAz7RK,,Blue Lines,Metaduck,Metaduck,Billie Quack Armstrong,Classic,,Top Hat
523,5,4466,44.49,https://magiceden.io/item-details/3geWX59SauCeo2n6LST8BD65hWLXqZ7SKA3x6Vg1dZwn,,Waves Orange,Goth,Goth,Prisoner,Classic,MF Quack,
544,14,6625,0,https://solanart.io/nft/nLgFwey5xgY1DYmx5CEtZxgH2R2GYh4n8NYV6HcVdMz,,Red Dots,Yellow,Goth,,Classic,,Derived Brain
584,10,1122,11.72,https://solanart.io/nft/B74TWh5HLSWRYiYRV9brzEn1RZKUtnT4V7LYByLsa68j,,Quackgram Lines,Metaduck,Goth,Black Cowboy Shirt,Hypno Black,Eye Band,Red Dragon Bandana
585,4.2,3401,57.97,https://solanart.io/nft/85MK6SWL9WH6SQBM4L3u4wNpEXh8E7jgFVU3sAPB45gB,,Solana,Yellow,White,Playduck,Classic,Blue Makeup,Winter Hat
606,10,2414,5.06,https://magiceden.io/item-details/CuekE71APzpNWD9b31Yg2Uj8W2n26YSuvyen7KaCTGTo,,Framed Strains,Metaduck,White,,Strab,Band Hero Hendrix,Red Horns
623,5.5,6463,29.19,https://magiceden.io/item-details/5P5drTz7pXXnXu9ucn46PcjSYYp6HVFZMcKaoRc9Y4WT,,Chess Classic,Yellow,Hunt,Pioneer Tee,Classic,,Winter Hat
671,15,3820,0,https://magiceden.io/item-details/8nrVpnBpKV4bVMyuNwbfZjzg8rWE1szzeVvueHTXksXe,,Biege Dotted,Yellow,Bath,Outlaw Quacker Jacket,Classic,VR,
682,3.5,2674,68.72,https://magiceden.io/item-details/93k4gZJqEEbkpsCxoU4AWr1mz3UaRPWi2Ls4mkcTck9C,,Red Dots,Goth,Hunt,Babrie Coverall,Hypno Black,Gordon's Glasses,
713,3.555,1125,76.15,https://magiceden.io/item-details/66sH9N5Qq8iHnTtuvRAghsvvafzagBoQWgeEAN6VkKT4,,Waves Orange,Metaduck,Goth,Oasis Tee,Empty,Gordon's Glasses,MEOW!
719,4.9,1420,61.18,https://magiceden.io/item-details/CfqELReHzJgz8HYm1hT1jXiYwfMZARChbVEPKffnryxj,,Framed Strains,Goth,Hunt,Tank BAYC,Otherside Green,Eye Band,Top Hat
728,3.5,4477,59.43,https://magiceden.io/item-details/6bwpYvw9RGFeMpKCTDHYMP5L1rDrGtQzJvm44LJ8Jb9d,,Rays Orange,Goth,Bath,Leather Jacket,Classic,MF Quack,
734,15,5661,0,https://magiceden.io/item-details/uMyQnqGwpyP679KNkEi7Yh1CXSgwtwwZfaqzbB8jsQT,,Solana,Yellow,Hunt,Playduck,Classic,,Goldern Horns
759,3.2,5256,58.41,https://magiceden.io/item-details/DKNQapCUgETUeizhNxszbb7Loov7aT7T9NicMimRAdzg,,Waves,Yellow,Goth,Wild Lover Suit,Classic,,Winter Hat
766,10,1450,10.03,https://magiceden.io/item-details/HSJpEsJPo4R895epNw29srhMXiNaNkHsNx1RKtn6E4Ti,,Biege Dotted,Goth,Devil,Experience Tee,Stoned,Band Hero Hendrix,Red Horns
787,3.99,5392,49.81,https://magiceden.io/item-details/7xdFvNFXf77RqkK4LPsWvSW4F7qq8yH7CV9pD53EXMh2,,Rays Yellow,Yellow,White,,Otherside Yellow,Racing Mask,
800,5,7639,28.13,https://magiceden.io/item-details/124iJWtcjQCdWdkY15bMiP9EeyVXyqeN3QnFZ8RxRcVM,,Chess Purple,Yellow,Goth,,Classic,,Ballas Bandana
819,4.99,6273,35.27,https://solanart.io/nft/84YQKnGUVeQzrAGC8BKU7PPnyf1x7mK4AL96YAE6Stdx,,Rays Yellow,Yellow,Metaduck,Moto,Classic,,Black Horns
826,6,2735,43.41,https://magiceden.io/item-details/3s6q6WpwXRUYPPgWeNNfvvFfcA3bbipzmsY88hKKsSaB,,Rays Pink,Devil,Hunt,,Otherside Yellow,Bruce Lee Glasses,Ballas Bandana
828,10,6325,0,https://magiceden.io/item-details/G9UdDuqcqZsfwp5aGWKhxXhTPGEf29PzWMzwkor3zUNF,,Blue Lines,Yellow,White,Lizard Wizard Tee,Classic,,Arrow
846,4,2421,65.02,https://magiceden.io/item-details/4V4tgyPanPzunxqM4cYEF39j5HpAHh4dqwv38nGrwATx,,Red Dots,Goth,Metaduck,Babrie Coverall,Void,Hockey Rage,
866,2.8,3773,70.06,https://magiceden.io/item-details/7eQ4gJY5LEpJ2Yhjf4iz3MFU4CQJzme9MgA5S2UCFUDe,,Biege Dotted,Devil,Metaduck,Vice Suit,Classic,Mighty Quacks,
876,6,744,53.67,https://magiceden.io/item-details/HLf9e8pXp1Rt57yYCtLBts15V74knHopJVjzFJMGEUe7,,Quackgram Lines,Zombie,Zombie,Prisoner,Classic,Band Hero Purple,Mia Black
901,9.5,992,17.39,https://magiceden.io/item-details/3PB1U9c32nn2ph85Qa1MucYnAPE6wgZY5zgR42hDdwci,,Dark Red,Metaduck,Devil,Wang GOFL Tee,Void,Round Glasses,Dewey Hat
920,4,3541,59.25,https://magiceden.io/item-details/5rR9jYYLgQpq8Jxn25KohqcVMWn5ev1GVdckNh5EYqvK,,Dark Drips,Yellow,Hunt,IDDQD Tee,Stoned,Racing Mask,
928,2.95,794,83.91,https://magiceden.io/item-details/8ZygMK9eyTgBkVsk1gDDgyr8GnGau7QPGz11dz9rCdUv,,Rays Yellow,Devil,Devil,Babrie Coverall,Hypno Black,Gordon's Glasses,Mia Pink
931,10,6132,0,https://solanart.io/nft/7cmR51MWLrrfj99kcKvkM2nJW689ZUEFVG1TEwqpv5f1,,Waves Orange,Yellow,Bath,Oasis Tee,Classic,,Captain Hat
935,16,3399,0,https://magiceden.io/item-details/6vSsoPSdQDQnQpQaYQqWFjoL4HVZWBmorxTK3P5nwPBN,,Chess Classic,Yellow,White,Basketball Kobe Purple,Classic,Qackley Overthetop,
957,4.99,5872,37.34,https://magiceden.io/item-details/FfFXvfK9LHPoXnCtb814t4a3zeN78gQfF2FATWNWid8h,,Rays Dark,Yellow,Metaduck,Vercetti Shirt,Classic,,Black Horns
959,3.1959,1117,79.78,https://magiceden.io/item-details/Cs95BYQGqNbo1C5T32aLkmh5xEAVoFgzeWmxFLaXtDk7,,Solana,Goth,Metaduck,Vest Jeans,Strab,Round Glasses,Eric's Hat
961,7.25,5340,17.48,https://magiceden.io/item-details/6wbMgVi2tYoW1t5YGfku34p3sEDb3KQsys7HsMCiy6xG,,Chess Classic,Goth,Metaduck,Donald,Classic,,Louie Hat
967,7,6693,13.01,https://solanart.io/nft/4rYFavqJaP7eqjBGbLzXPcjhst1cjs77UF1SS9A3t6Qd,,Gold,Yellow,White,,Classic,,Black Bandana
992,2.97,6021,56.77,https://magiceden.io/item-details/EU8apHmNp7zPFgZwfKxumvQopqBXairV1ZFHXViqHuim,,Quackgram Lines,Yellow,Hunt,Vest Jeans,Classic,,Teen Solana
1009,15,1179,0,https://solanart.io/nft/CyAFgHqScNNCZSZo6riBYMQMvV5pozReKij2ipLL7EDU,Spiked Choker,Waves Orange,Yellow,Devil,Oasis Tee,Hypno Red,,Ballas Bandana
1018,2.5,4337,70.15,https://magiceden.io/item-details/Erybkj4m4HFTJherR2qrfYvTQESCoa4qTqJo6gLTgvxq,,Rays Pink,Yellow,Metaduck,Playduck,Classic,Glitch Digital Mask,
1026,1.91,7195,61.32,https://magiceden.io/item-details/C1JSiJBuL5M53tLwmUXECawoZgwA5jLQhJNxUUpQmTFB,,Rays Pink,Goth,Goth,,Classic,,Sailor Hat
1071,77,1060,0,https://magiceden.io/item-details/CzozL8nmu7TeaNuDEp47yo5xhaNHZQErfMPPwpA9jD51,,Dark Drips,Devil,Metaduck,Playduck,Otherside Yellow,Red Makeup,Purple Cap
1074,9,671,24.04,https://magiceden.io/item-details/EuzH1kgd6dcZ6hDqBCkGWPXuU6KmjTTDLn8HwhM6kxLF,,Dark Drips,Metaduck,Bath,Tank Motorhead,Hypno Red,Cyclop,Diamonds Poker Hat
1086,2.09,2972,81.28,https://magiceden.io/item-details/E5WscuK3JZv8HAZEQHxHwdycqRkA7kLcKVJGLtmXZs7j,,Quackgram Lines,Metaduck,White,Total Black,Classic,Gordon's Glasses,Mia Pink
1095,3,1922,77.6,https://magiceden.io/item-details/6XieehsX7QEjafjPSbCRUTeUS1uBxBfb88w56tgj9s2V,,Blue Lines,Yellow,Metaduck,Pioneer Tee,Otherside Yellow,Wayfarer Glasses,Winter Hat
1138,6.75,2608,36.56,https://magiceden.io/item-details/FeY6EsXcNXPdXK69M9wCwDKETwN79VRujXaBzBVay1B9,,Rays Dark,Devil,Bath,Outlaw Quacker Jacket,Otherside Yellow,Racing Mask,
1155,4.5,7045,36.19,https://magiceden.io/item-details/hBrvdfVTd58URqwW5mZJurwkBtfrX1mMwwsr2FS4Psw,,Waves Orange,Yellow,Bath,,Classic,,Brain
1165,4,4942,52.03,https://magiceden.io/item-details/9HMqPbaYRH26ioyYMhM5d5K19CTLL6UDgczsGbMuDvYC,,Red Dots,Metaduck,Metaduck,Experience Tee,Classic,,Purple Cap
1173,4,6736,42.79,https://magiceden.io/item-details/3JxgWo5PbwntD8KTCLmtFJdfb18GhsFnuGqbctuUMjBh,,Waves Orange,Yellow,White,Wild Lover Suit,Classic,,Black Horns
1178,5.99,249,56.32,https://magiceden.io/item-details/9JzKmJcqLs9ircakVdHwGMCraGRhJoGRf721BTQ65DP8,,Rays Yellow,Zombie,Zombie,Total Black,Void,Bruce Lee Glasses,Black Horns
1181,4.4,4975,47.86,https://magiceden.io/item-details/yPav1M8CyUBTrmjwE16TkLjNPRaAsLhHYaJ1QkfWyQn,,Waves Orange,Goth,Metaduck,Babrie Coverall,Classic,,Pirate Captain Jack Duck
1207,4,4923,52.13,https://magiceden.io/item-details/2D3oPbnF4YbBc2YUypuuYfWPiuhaTvBLcqJW9wUw1x1F,,Quackgram Lines,Metaduck,Hunt,Billie Quack Armstrong,Classic,,Mia Black
1211,5,2147,56.44,https://solanart.io/nft/8Lv4UjjgSaAfLr94mwG5y2JhFabZXicXBXA1weL1mkVo,,Rays Yellow,Devil,Bath,Wild Lover Suit,Void,Hockey Black,
1214,2.22,6017,64.29,https://magiceden.io/item-details/cUgCAnASnk87pKDghrkqxCMvv1uMNMHyFv7shSubAZa,,Waves Orange,Yellow,Hunt,Prisoner,Classic,,Teen Solana
1217,9.99,4507,0,https://magiceden.io/item-details/QveBmiucwS3nEVQq7XLhvAMkf5PQCjkeuEnG857bojV,,Rays Pink,Yellow,Hunt,Danger Duck Hunter,Classic,,Eric's Hat
1234,24,48,0,https://magiceden.io/item-details/6s4RoNsnW8tCCda4Co1Ms1WhVtzkEBRAj8Tnc44idLeG,Spiked Choker,Chess Purple,Zombie,Zombie,Comedian College Jacket,Otherside Green,Red Makeup,Purple Cap
1277,10,6042,0,https://magiceden.io/item-details/4aVD6vhc2MYaE9jN7z6joexWzMV8YhG4tFoT97U3hXMv,,MC Duck,Yellow,White,,Classic,,Sambrero
1315,4,2564,64.29,https://magiceden.io/item-details/5tK2v3mgksGJkQP3kcE3e6oTNuiNdwtS5YgbxqBQoE9v,,Blue Lines,Metaduck,Devil,,Metaduck,Eye Band,Killer Style
1319,4.8,3965,49.07,https://magiceden.io/item-details/EaSUbVsqYnQq8t2HrHUjxkR6hvAbYTy59Pd7HYExgpV4,,Waves Purple,Metaduck,Metaduck,,Classic,Gordon's Glasses,Mia Blue
1323,4,488,74.99,https://magiceden.io/item-details/ELAcURNmgSdUpNejFYqzrG4szQ3fiJgpe46mokTCv9Ev,Cigarette,Dark Red,Devil,Devil,Pepe Tee,Classic,Gordon's Glasses,Party Hat
1342,3.99,7169,40.66,https://magiceden.io/item-details/5t9niimEWZzfZFQHLBDoas4pPbKPcGrkhuRoCSkQo3Dy,,Waves,Yellow,Goth,,Classic,,Ballas Bandana
1359,3.5,2481,69.71,https://magiceden.io/item-details/Dq1889Wt6FGGZNbqMeDFwgBhUPjnWTYs36my3Q1QQo1o,,Red Dots,Goth,Goth,McFly Retro,Hypno Black,Band Hero Hendrix,
1370,2.9,988,83.41,https://magiceden.io/item-details/8w4jEmD7qMqqt59qvS8tB8PQQMkHrMcoT6skvxcQ2RVA,,Rays Dark,Metaduck,Metaduck,Rancher Shirt,Strab,Gordon's Glasses,Ballas Bandana
1372,4.56,653,68.53,https://magiceden.io/item-details/3XuZkxDje6FTrjtdWESxBv9rerD5sK9yLbdyq7mTmtfS,,Dark Red,Zombie,Zombie,D.O. Double G Tee,Metaduck,Plastic Bag,
1390,1.97,3116,81.74,https://magiceden.io/item-details/CfHEUry4LE19MXbbxCgbui3G3QPkqdizwtnntWZYYmg3,,Rays Pink,Goth,Bath,Pepe Tee,Metaduck,Eye Band,
1395,3.84,5155,52.53,https://magiceden.io/item-details/3QXM8pkcKDkTeVG1CWQMzJrJCRbWutgqnqhFxc5CpfA5,,Quackgram Lines,Metaduck,Hunt,Black Cowboy Shirt,Classic,,Red Dragon Bandana
1435,2.89,3131,72.46,https://magiceden.io/item-details/5kdnzLETdZESC3FUHPLtBLm6NbEWLgLHCbH8TKLkX3D6,Cigarette,Framed Strains,Yellow,Metaduck,Lizard Wizard Tee,Classic,,Black Bandana
1445,222,1081,0,https://solanart.io/nft/Xt9mVNQ7LCjUvQ68yQpkeHhMZaHnLiPJocAQkfAnnCK,,Waves Purple,Goth,Bath,Wild Lover Suit,Void,3D Glasses,Black Horns
1448,1.97,3106,81.79,https://magiceden.io/item-details/39y4hGar4MAXmNYxmj6R1ebvoshgJ7RowJ8C1gHubWvU,,Rays Dark,Goth,Goth,Tank BAYC,Metaduck,Band Hero Purple,
1464,15,5447,0,https://magiceden.io/item-details/DpEQrh1GX2ffmm5zGRosNkKK956wJw8sBaR7tnsZuBmv,,Ducktrix,Yellow,White,Kill Duck Tracksuit,Classic,,Racing Cap
1468,10,2281,5.75,https://magiceden.io/item-details/DP3tE2L8waQCvEqYnskMawbLgHEF8461qvBGEqwwsaku,,Solana,Devil,Goth,Total Black,Classic,Eyes In Water,Dewey Hat
1473,3.5,5591,53.69,https://magiceden.io/item-details/8929JF69HsA6X8m4uZ9snfHD1tXbZWn3nr6tuvVbvQnq,,Rays Dark,Yellow,Bath,Liquid Tee,Classic,,Black Bandana
1479,5.5,1749,53.49,https://magiceden.io/item-details/8oPhtpprg99brVS37P29Fo9CXbBDh3Qbq6PfPAPWBTky,,Blue Lines,Yellow,Bath,Pepe Tee,Strab,Band Hero Purple,Mia Black
1497,333,6782,0,https://solanart.io/nft/A29FPWQByxPDLWzCbTrW4qS17oNCKbWQ9E4Gih9o4ChZ,,Dark Drips,Yellow,Goth,IDDQD Tee,Classic,,Captain Duck Price Hat
1529,4.219,7200,38.21,https://magiceden.io/item-details/EqfGhLmgka9Ew2WTsWoN3yR7Hz4qhrXsyMwA9jonWTXd,,Waves,Yellow,White,,Classic,,Red Dragon Bandana
1532,7.5,5498,14.17,https://solanart.io/nft/8CWtMBaKYPxpYHcf9e6upZHE6qa7CNMSswK5bVxDyB8U,,Ducktrix,Yellow,White,McFly Retro,Classic,,Black Horns
1542,5,4238,45.66,https://magiceden.io/item-details/C9kxwcKrDFpL6wm2FV27VcgLNdG8cK5kxMGQgLYeRwWp,,Biege Dotted,Metaduck,Goth,Basketball Duckstars Black,Classic,,Eric's Hat
1568,1.85,7517,60.26,https://magiceden.io/item-details/GiFkq4xtoaGfuopmRQKnVDFiS8Gs1dBZFezpy32WAg5J,,Waves Purple,Yellow,Goth,,Classic,,Sailor Hat
1573,3.5,3133,66.35,https://magiceden.io/item-details/HyLJXFx9Gv2EnJP6Vme8quT34P5TNkRasHBRfRCPjvah,,Biege Dotted,Yellow,Hunt,Tank Black,Classic,Skull Eye,Eric's Hat
1574,4,6593,43.52,https://magiceden.io/item-details/Gy6ujHQZF3TSMtExgahyafeaTxQPbWreMJ5owYLccQaB,,Rays Dark,Yellow,Bath,Moto,Classic,,Mia Black
1580,3.01,1685,78.72,https://magiceden.io/item-details/AK5JJ3GbVy4sLc3bvuyBrkb2weWDX1x9xTcZGnDPZyJ6,,Biege Dotted,Yellow,Metaduck,Wild Lover Suit,Strab,Wayfarer Glasses,Sailor Hat
1581,6.4,596,50.43,https://magiceden.io/item-details/EEcmf6oBCmP5k7QCpXB5YZX6BcrRsFzbkin8hLtjwYxP,,Biege Dotted,Goth,Devil,Vercetti Shirt,Robo Blue,Cyclop,Killer Style
1587,2.3,4789,69.82,https://magiceden.io/item-details/K9gePf5pzUwSxrQ5LGw9J1ZakcKomKG8sng9sYCGuPx,,Dark Drips,Devil,Hunt,Comedian College Jacket,Classic,,Mia Black
1596,100,5493,0,https://magiceden.io/item-details/FG7pvx8AcmQr9EkdhQfkaZG1zr2o8MpDsY41RvwnxH7p,,Chess Classic,Yellow,Hunt,Basketball Duckstars Black,Classic,,Red Dragon Bandana
1600,8,2371,25.28,https://magiceden.io/item-details/75hZPtSYxxWs8K4af4RnDAz2uU6g2g5RnerydpfyNLz6,,Waves Purple,Devil,Bath,McFly Retro,Metaduck,Heist Mask,
1601,2.82,2120,78.37,https://magiceden.io/item-details/BYjDgfaiKgzQVAhYKMipm4v4xXsbp6obXKbVv3LZAumV,,Rays Pink,Yellow,Bath,Comedian College Jacket,Otherside Yellow,Bruce Lee Glasses,Black Bandana
1603,5.9,4099,37.38,https://magiceden.io/item-details/EYfoXxuGo4CJb3d7vW5CKtL58rUQJGCHpprpu2hpGwLn,,Chess Purple,Yellow,Devil,,Dark Cyborg,,Captain Duck Price Hat
1616,5.5,833,58.21,https://magiceden.io/item-details/AsQLZvZUgU67Dxj4y3WKLQ8vdpy5Qs7U7aKm1Bg3fgin,,Rays Pink,Devil,Devil,Billie Quack Armstrong,Metaduck,Solana Digital Mask,Mia Black
1623,7.7,4108,19.33,https://solanart.io/nft/HjMVKYRj2HrSfTbt586KTMcr2RG8aJcaxuNWTxeJWn5k,,Solana,Metaduck,Metaduck,Lizard Wizard Tee,Classic,,Arrow
1637,5.1,4494,43.34,https://magiceden.io/item-details/dyGCpTk6bPUQ4PUaczQ7QKDsL2fSp9TUEu6GTwDrUZ3,,Dark Drips,Devil,Hunt,Tank Black,Classic,,Viking Helmet
1639,2,7353,59.61,https://magiceden.io/item-details/9BomcrRyAMqFCQjV1w5Z32YA4mWEkEan3HzupXXHxUWT,,Dark Red,Yellow,Metaduck,,Classic,,Winter Hat
1700,15,5123,0,https://solanart.io/nft/5LrggUYrwsevqoTRKv6YecBNubcPeMKbwmvccdyLgKRW,,Quackgram Lines,Goth,White,Safari Lover,Classic,,Rice Hat
1712,45,3926,0,https://solanart.io/nft/FaBHu5V8wP45BFxybJ9LwPRcDXrktV32YATzE34Mua4B,,Waves Purple,Devil,Hunt,,Metaduck,Plastic Bag,
1729,4.2,1027,70.21,https://magiceden.io/item-details/9koM5x5swWib4PUVEe9mY5A6h1LTvyTiQztf2xiE624H,,Waves Orange,Yellow,Devil,Tank Slayer,Robo Magenta,Glitch Digital Mask,Cowboy Black
1733,59.59,4762,0,https://magiceden.io/item-details/7QKUd1ZWByN9ge34wGV352JtmnhNRWxrshtEqgNJe92j,,Solana,Yellow,Bath,Basketball Blue,Classic,,Mia Black
1753,7777,1390,0,https://solanart.io/nft/59jfCYbVkmU8XFNzNmJa4HWD7ojGAKT3uCe27gSG67Bg,,Rays Orange,Devil,Goth,Pioneer Tee,Otherside Green,Camo,Black Bandana
1756,5,2036,57.01,https://magiceden.io/item-details/95QMUFp26KGWDhodkbbKDnXsr1FThJRFSW383nosJZxF,,Framed Strains,Devil,Metaduck,Solana Hoodie,Classic,Eyes In Water,Spades Poker Hat
1774,5,7178,30.51,https://magiceden.io/item-details/CDWHZNwa62MQNfSVTRKN6zt7FpaCT2kgXsmxWVCPk5Sd,,Waves Orange,Goth,Devil,,Classic,,Ballas Bandana
1785,3.6,7260,44.09,https://magiceden.io/item-details/2pAZ5oXvyUg1Kpj4EUXf16iU7SFzSnDsMgVEy884cQRS,,Solana,Yellow,Bath,,Classic,,Mia Black
1788,8.9,2724,14.46,https://magiceden.io/item-details/Bqo89PZMeY89XWxHd9myRo4nRWRHBZLfVJmHAFyJTsXs,,Framed Strains,Goth,Bath,Tank BAYC,Hypno Red,Heist Mask,
1807,2.6,2681,77.68,https://magiceden.io/item-details/JAV3Lrj953gvEWrbJ1qvqKk1JwVHcYqeFW5PFF1LsQBn,,Quackgram Lines,Metaduck,Goth,Tank Black,Stoned,Heist Mask,
1813,3.5,3774,63.05,https://magiceden.io/item-details/ApD4t5etkkCTcRgDPu4myHdhXj45fS29NdTWeY9rFanv,,Rays Yellow,Metaduck,Devil,Playduck,Classic,Hockey Black,
1816,9.99,138,16.89,https://magiceden.io/item-details/EiHDTt8suFdS1QbTJizmH33do75CYZRDa3WJtwxfAS2A,Cigarette,Chess Classic,Acid Ranger,Acid Ranger,Pioneer Tee,Metaduck,,Cowboy Black
1838,3.95,4817,53.18,https://magiceden.io/item-details/CJ1TjqkeFYupjpqXqKRsbqkKdW7raDc4sxrZbQcMHumj,,Waves Purple,Goth,Devil,Vest Jeans,Classic,,Ginger Hair
1842,6,1887,47.78,https://magiceden.io/item-details/BabJMMYanq9jEveDszZ1S4CRJUyn5PEWLeay2mwNSfeR,,Rays Pink,Zombie,Zombie,Black Cowboy Shirt,Classic,Hockey Rage,
1847,4.2,1392,68.33,https://solanart.io/nft/EBPgnjCjLrDKiy55er3Gzfsery9KJ3mAWpmoECKsvEQb,,Quackgram Lines,Devil,Goth,Vest Jeans,Otherside Yellow,Red Makeup,Huey Hat
1853,5,1384,60.37,https://magiceden.io/item-details/9Cv6E96MHWRmCeqTJvNz5JRLTkVVUyG7asmAkCN6GBbF,,Framed Strains,Yellow,Devil,IDDQD Tee,Empty,Red Makeup,Pirate Captain Jack Duck
1854,4,1723,68.62,https://magiceden.io/item-details/2ubtHDGd8FpyLGP5vXX5huJ6mZ6scgrFCPsiNMHmgu5D,,Rays Pink,Yellow,White,Tank Motorhead,Strab,Solana Digital Mask,Eric's Hat
1871,17,64,0,https://magiceden.io/item-details/A2K8P2Ah5wnJMNauj14XXVRd2iDshxNHugVHgELSSjHY,,Framed Strains,Gold,Gold,Pepe Tee,Hypno Black,Hockey Rage,
