id,price,moonRank,💎 score (%),storeURL,Face,Feet,Generation,Hat,Outfit,Pants,Rank,Skin,Type
26841,0.1,NaN,0,https://magiceden.io/item-details/4eTYRvAwxGwYvqWWNi9Yx9ixBrCj9QGnFaT3Er3EcSB3,,,,,,,,,
26979,0.1,NaN,0,https://magiceden.io/item-details/5ygMwWVk3MKEHEAYLXwM7N2eaVREeX5U8L9auWg1un9s,,,,,,,,,
27053,0.12,NaN,0,https://magiceden.io/item-details/2FxVtCh1geSKi4cjfVc5WEL1DzMdBDX4WDcS8fVodmYu,,,,,,,,,
27156,0.1,NaN,0,https://magiceden.io/item-details/5TfFDqZLjjuyESyRcYXUQd8sHz7S6T2kESp3oapPvxPF,,,,,,,,,
27470,0.49,NaN,0,https://solanart.io/search/?token=EEa5u6kpJprH4aSSj3TWnfRnDBcydr8xpHmAYKYyP9X5,,,,,,,,,
27532,0.1,NaN,0,https://magiceden.io/item-details/GrvCUjvC9TipyoXZk4fzQMKpXDhN4HmHSFP8Nkm42How,,,,,,,,,
27577,0.1,NaN,0,https://magiceden.io/item-details/Hnow1J5CuhnZ853HAshXcyk7BEfhycYeUJRpmMuTiqn7,,,,,,,,,
27579,0.11,NaN,0,https://magiceden.io/item-details/AuYby1MrWThNGBWEv1P8nrL1MVzxUTGxoZGoZvnx8QpR,,,,,,,,,
27628,0.108,NaN,0,https://magiceden.io/item-details/6aYay5wj2r1PtBixwxpqgeGxZ2Cx7AwdWe4b1iUMGoYZ,,,,,,,,,
27677,1.78,NaN,0,https://solanart.io/search/?token=6ur4ciAZeKZxLEUzvQUyEVBKumKCZ74tgLyffdNA733M,,,,,,,,,
27774,0.1,NaN,0,https://magiceden.io/item-details/2MTUWtMzagF2kV8cVS3T1zYVt19QbKqC7bkPXUX1d3ER,,,,,,,,,
27790,0.145,NaN,0,https://magiceden.io/item-details/8ZQwiLjbDr7ieBKPTxqnZs3T1J6xHVrE9K4w1BKHdrJs,,,,,,,,,
27829,0.199,NaN,0,https://solanart.io/search/?token=51GMw72n7Kqi4G1412YzN8Z26zpXHDnH5uSj2xkbMesX,,,,,,,,,
27889,0.15,NaN,0,https://solanart.io/search/?token=6ow3dvBi31TWobfZkt7A4wEd3osqvYXAFDJk4DrgBCAT,,,,,,,,,
28182,0.1469,NaN,0,https://magiceden.io/item-details/2u5yuWwZMUpe8zAjkcHpoENrX5svFc4SwaS9VzQxPD2D,,,,,,,,,
28220,0.144,NaN,0,https://magiceden.io/item-details/CJqu56Z4b7jVE98G95yDNJMFAJ5ZxTf8d4ko39gdHuQZ,,,,,,,,,
28388,0.11,NaN,0,https://solanart.io/search/?token=32UXep1WjG5GTBUAJvHuyNLja2Tbg7Tmxd1WzRmXthng,,,,,,,,,
28607,0.13,NaN,0,https://solanart.io/search/?token=5rWyWuC2oLMf7VZu8J8hEpCgB4nhyLfZ14rR2ur2iDXy,,,,,,,,,
28616,0.2,NaN,0,https://solanart.io/search/?token=ErDpPy87bhWaEjY28ueTqmt2kdzpbHDbz2EtaNU4pRWu,,,,,,,,,
28697,0.1495,NaN,0,https://magiceden.io/item-details/7Q5ACNQX4HuexSGndhS1eKxShHDWCDkAxDeY7aRW9B6R,,,,,,,,,
28817,0.149,NaN,0,https://magiceden.io/item-details/BSTnDsfsBZ5Rxf7HkDb6mCDgE6wuMpir8FvGTfS63JQq,,,,,,,,,
28891,0.09,NaN,0,https://magiceden.io/item-details/8rJrJrCgbPZFjFexF5zo11rvKZ6N1NaTUP9kSAAptF5a,,,,,,,,,
28905,0.58,NaN,0,https://solanart.io/search/?token=5oziDQ3tPfbwpJGYWPQPMCxJsPdVy8FiTGfMKjzrjhQw,,,,,,,,,
28947,0.1,NaN,0,https://magiceden.io/item-details/FSvfigQdH2xohFhRTXNnqJmXYav1amsr8n9BK5s6EcCr,,,,,,,,,
29009,0.35,NaN,0,https://solanart.io/search/?token=CDAPYWjePPtAXBPFU1jZMpG4RThEx5Bjp4WXUYtroJ7G,,,,,,,,,
29342,0.1,NaN,0,https://magiceden.io/item-details/3teYbKernYpt4r2YcvmpNjy9ABY6Ka19MYZzFsWHjrvF,,,,,,,,,
29467,0.25,NaN,0,https://solanart.io/search/?token=8EGJMRW3C9tH79aNEvHe5igcMAzGXaPg6pL2BGrkPa3U,,,,,,,,,
29648,1,NaN,0,https://solanart.io/search/?token=HzEsQNAXfxd1SNP4Lvib5WjG1YaJujJd6yWLqafdEnkL,,,,,,,,,
29768,0.089,NaN,0,https://magiceden.io/item-details/AgKCZAxDmVGj31PMTZ8hLYgyYMidroMwBYYDho1CfirT,,,,,,,,,
29830,0.14,NaN,0,https://magiceden.io/item-details/GXbwVFNeiPAqaPktmhayE2bGG3PNSgG7KJK5TEGB3PZo,,,,,,,,,
29948,0.098,NaN,0,https://magiceden.io/item-details/CuPpYmrZyWjoiEr2uAgaWYzCQsbowfmdoQrBi9qKz2H9,,,,,,,,,
30023,0.1,NaN,0,https://magiceden.io/item-details/CWv9wkfChVpaK7Nt4ipPUweQW3Wtz1GdWngN2Zor6AoK,,,,,,,,,
30135,0.115,NaN,0,https://magiceden.io/item-details/AYP3KruogKw39ACELq7VCh39Tt1f83B2cYtoNdzuFKn5,,,,,,,,,
30144,0.12,NaN,0,https://magiceden.io/item-details/BZ91ziyw5AajPrjir7jeJQxZk4WG9gAKAeWUK7nSDqfX,,,,,,,,,
30166,0.1,NaN,0,https://magiceden.io/item-details/9KejjEHJTkvZT4jCb5jozqHABRfssaveXvcywJCVRMV2,,,,,,,,,
30260,0.12,NaN,0,https://magiceden.io/item-details/DC3He9rxUw96HekakohkKpzsGhii7CHQCpZF16oq17M7,,,,,,,,,
30320,0.108,NaN,0,https://magiceden.io/item-details/F6Q7m4qTsYE3QrvBHV3opVcQKyCzRyW9AT3j76CAhsKJ,,,,,,,,,
30328,0.11,NaN,0,https://solanart.io/search/?token=7w7DRggbAo7tuGgaKsJHZcn3r68HTZrZuELifJZgHbHf,,,,,,,,,
30459,0.108,NaN,0,https://magiceden.io/item-details/B5NEtVT19SQWHBM9NR1VqtMkxuHMfdS6sgiK8wZKrinc,,,,,,,,,
30514,0.11,NaN,0,https://magiceden.io/item-details/HLMQoZNeDKYcW61dZEK9BEbSNZ5jrVXZjUk4dmb6VkFg,,,,,,,,,
30658,0.09,NaN,0,https://magiceden.io/item-details/HfwAq4NkkF54nDf78P4R9qT78a7hHxbUaLgT6pSJBkPY,,,,,,,,,
30710,0.1142,NaN,0,https://magiceden.io/item-details/3JNBQhaUUcKCSe4DxKbJPrwKGJu5uQNJH1Tx3u3zxs3A,,,,,,,,,
30750,0.14,NaN,0,https://magiceden.io/item-details/8eLeY6T5q6Mi5hZG1GsmfYQhPiAFwPLdq21xFoq6htBk,,,,,,,,,
30827,0.15,NaN,0,https://solanart.io/search/?token=CjJtJqhRYdsmwoua9jCzVpt36T7przuVMADGRM6BtXRB,,,,,,,,,
30883,0.6,NaN,0,https://solanart.io/search/?token=88h8zVVKWbWdA41dppNisGUnjphQvTrB685rczAWm5vj,,,,,,,,,
30886,0.1,NaN,0,https://magiceden.io/item-details/7fLofnSdiSPu6od5zPK7YWNBenyr7FYQRZY17RnGA2iF,,,,,,,,,
30907,0.58,NaN,0,https://solanart.io/search/?token=6tN1aM6KoCrgAJcSyNwjtXPbYD5baSNBjwtjo7YTzHMF,,,,,,,,,
30979,0.1,NaN,0,https://magiceden.io/item-details/ERnvc9x3on1PbRgcZFMw9HBhtfpFoNrWDzJn8BhM996A,,,,,,,,,
31339,0.11,NaN,0,https://magiceden.io/item-details/D9tZ9g9sYv4y9kWpvCHD7aSGGArwNkXBLdxHoFcbREnj,,,,,,,,,
31410,0.1,NaN,0,https://magiceden.io/item-details/D3oFFWcAMWhzmkaVhMFHXnDSZkWBd3oJjiF3Z4aWYNsY,,,,,,,,,
31741,0.1,NaN,0,https://magiceden.io/item-details/Csd1sgTrLXbfiDULuAdTPtJ4iSHufdd1P12JKxUsJMNH,,,,,,,,,
32082,0.1,NaN,0,https://solanart.io/search/?token=7gVeKUPg8Aw8ykYmTCBf5wup2s1Sg1tpMV3ezo789Cfy,,,,,,,,,
32200,0.1,NaN,0,https://magiceden.io/item-details/D6KV5ZeuYr4VG6vFLrNsjbMsA7vyGstEY8FmZ3tXNWMX,,,,,,,,,
32204,0.1,NaN,0,https://magiceden.io/item-details/CzuMDtRmvenczBGcX5ADYWGvxkG2mXWnMEPV8zhJ2iAs,,,,,,,,,
32299,0.1469,NaN,0,https://magiceden.io/item-details/DrqtLfK3FFKjLRnBgJdGk6LhydAfibLMU6CKwRRYb5PH,,,,,,,,,
32588,0.2,NaN,0,https://solanart.io/search/?token=9Jo1pUMzi3r5r2qRqpyGSevAnjYLVTn8cF6haj1wZ6rH,,,,,,,,,
32928,0.1469,NaN,0,https://magiceden.io/item-details/9ovTJMbFMXS9dXSxkJMKiRyMEL1wftvjd5h7E1MxvntX,,,,,,,,,
33002,0.144,NaN,0,https://magiceden.io/item-details/3kJH67g4fiZ7GmuGaaUg9YmavyvKouRHwBUSLDHTwRAd,,,,,,,,,
33012,0.09,NaN,0,https://magiceden.io/item-details/Bpk4Bcjn58ZXToMhhRqGranLKoYAasA4c7RCfVruKwAV,,,,,,,,,
33083,0.13,NaN,0,https://magiceden.io/item-details/45tvLqgG1Xvf1t4ijXno8JuHctJuwu54zJHM99mM2FRu,,,,,,,,,
33119,0.108,NaN,0,https://magiceden.io/item-details/3THt7pecYrXrXbsNyXC5Fd4amFkNzwZ1zvD748ZRBGWj,,,,,,,,,
33398,0.14,NaN,0,https://magiceden.io/item-details/AJrpD3SqJb1yGZEChjeA2b7aGSaVcNBgsN29d4F6cyXX,,,,,,,,,
33704,0.13,NaN,0,https://magiceden.io/item-details/9EqdrWEat56aJCG38ZMMidcKqEns8Y9WrCzmpAk9usYL,,,,,,,,,
33719,0.1164,NaN,0,https://magiceden.io/item-details/3Gq8G47qxNrJT6puXoD8SciADfQjvGC15JtsZBhWCYNJ,,,,,,,,,
33757,0.099,NaN,0,https://magiceden.io/item-details/ABbZD2uQRpNo8cay9ELnVS93GuR8qaeswx2eAeJNDidA,,,,,,,,,
33761,0.108,NaN,0,https://magiceden.io/item-details/89ZQRkHU4xG461SZN4WN4BkAh5CzqXRrkPWHxzrgVB1z,,,,,,,,,
33998,0.142,NaN,0,https://magiceden.io/item-details/5NPCUUWpPA8JMKKfuBkZBQ7Qh2EU7M2w9TnRbXVg4Xxm,,,,,,,,,
34035,0.1469,NaN,0,https://magiceden.io/item-details/HHHoGqhXMg5k1m43jgwMS6YWpkPmpuwVmTxY6foGmS4K,,,,,,,,,
34095,0.129,NaN,0,https://magiceden.io/item-details/A2XJreGQRyYFdx3rQTVmY4Tzuo6UktXou2VPinKfZ6bE,,,,,,,,,
34129,0.3,NaN,0,https://solanart.io/search/?token=93rgQsKNygRHtfPhabvJVdEnn8BE9bT6jhrjuc2RXofh,,,,,,,,,
34246,0.1,NaN,0,https://magiceden.io/item-details/Cx3e1waJTyAVyTYowbCiH1AXjD4Y6P6nuj8UN7zxcXJz,,,,,,,,,
34278,0.099,NaN,0,https://magiceden.io/item-details/4i77Hk6HXCqc6jnx5kmb6TUaPqCCoDCFoBrffRyXazxX,,,,,,,,,
34474,0.098,NaN,0,https://magiceden.io/item-details/2BZkY8aTWgWA4jC2sUWcwbK4Ua5c6gvX83bhQ3J2io91,,,,,,,,,
34864,0.1,NaN,0,https://magiceden.io/item-details/8mW4YHy4SLVnkuFKcuLKb3mkWD1vKp2fr73ach4NF5iK,,,,,,,,,
34919,0.11,NaN,0,https://magiceden.io/item-details/AZLTbWoTEVBQ8mhcMZtenLQ7cEPzmpoMkhVxt2LMqtvr,,,,,,,,,
35049,0.7,NaN,0,https://solanart.io/search/?token=25Dtg1wPCEz8XQko7J6oigrz7fh7uNP8mTroausYMBCb,,,,,,,,,
35066,0.14,NaN,0,https://magiceden.io/item-details/CohZQ7WPALSwAe1yoXm98WsJVfnS4aJFTLFUV8m6t82t,,,,,,,,,
35259,0.108,NaN,0,https://magiceden.io/item-details/BCr6uziYwP5QmuzXrrVKKJHAiXMFj93xwacqhJbsJ7U9,,,,,,,,,
35319,0.1,NaN,0,https://solanart.io/search/?token=9vjr9r6kcKRHyrSjfvufBFFpjjisTpBh6U2isCskKMS,,,,,,,,,
35589,0.4,NaN,0,https://solanart.io/search/?token=BCj5FYogr9jYVhyRLLDfq7QVUeZLGgypBZZdJRr29dT1,,,,,,,,,
35768,0.1,NaN,0,https://magiceden.io/item-details/D4d6NeJaPALaSyaHSzi4si56csKQD3xjSwqy59wnhkqr,,,,,,,,,
35831,0.41,NaN,0,https://solanart.io/search/?token=DwmXvtcPdKaKb4XNHDv2xbMYqLP6WtEyE7eidCmw3mkF,,,,,,,,,
35857,0.14,NaN,0,https://magiceden.io/item-details/5EcqtKVRVXSWTNpLtZsE5jqvAnMvrTBspYpLTwAeQRU5,,,,,,,,,
36183,0.098,NaN,0,https://magiceden.io/item-details/r5ApufLnSTMm8pvAvje8A4sXgR4mLPf5YwvKfag7ZaM,,,,,,,,,
36400,0.12,NaN,0,https://magiceden.io/item-details/BBX1ZQuntky8pUArnTYY9X4iut92GGE2ibXvykPULAxo,,,,,,,,,
36483,0.109,NaN,0,https://magiceden.io/item-details/8TKVo23Ejbwrfsz5RKJm5BSKBJktKoyk2DJNS2GPGPZh,,,,,,,,,
36606,0.142,NaN,0,https://magiceden.io/item-details/6AAeBBAoZ3k1NwZqhABRbKCPz5ygMPH1LasNgmP8otqf,,,,,,,,,
36636,0.15,NaN,0,https://solanart.io/search/?token=FjGE4a8J3mzVATxjo2n17rvSJYsj1HAzf12HRbP2ikaB,,,,,,,,,
37020,0.1,NaN,0,https://magiceden.io/item-details/B12VLG2nCSpR8goKeFmcCKpLwwak9rRG8134ZsK2byt6,,,,,,,,,
37030,0.1,NaN,0,https://magiceden.io/item-details/Bc6KVFTSMqPwA1cTQbUpTY3qxbhQQpPKjzgtNRvLt8yi,,,,,,,,,
37089,0.1,NaN,0,https://magiceden.io/item-details/BcnWv47KBztXMXCN1subUXAMx96rbvvxESC5GqfisdNH,,,,,,,,,
37143,0.099,NaN,0,https://solanart.io/search/?token=EjupYKZmUyEjafTAjrEF4dz4Y2tED8PhvBoxjRqC6aBU,,,,,,,,,
37152,0.103,NaN,0,https://magiceden.io/item-details/HPr9nSpGciMc3x5f5P2qDR9PvL796ujSwS9BxTaFcauQ,,,,,,,,,
37171,0.14,NaN,0,https://magiceden.io/item-details/Czn31X45drzZSastaYGvC8y4ecAqBmR12t9mxAFM9m5r,,,,,,,,,
37255,1.5,NaN,0,https://solanart.io/search/?token=5M8NbZZDzeb5qBLcu6zoZVpPy7MWKcQ2mkLHW8ZUHPay,,,,,,,,,
37264,0.12,NaN,0,https://magiceden.io/item-details/vJnHgkU1nbdec9QzsB8HkSfeB6qeuNyNeJveikTYRSL,,,,,,,,,
37573,0.1,NaN,0,https://magiceden.io/item-details/FtSFKA2RAvGhDV5SiQhZXs5c4xJuoo2i4Jj5gVJx7u6J,,,,,,,,,
37630,0.1,NaN,0,https://solanart.io/search/?token=2amc1aGUbcAqfVc3wZhkH7hRNfz9Xv3SQtb3UBixhCrg,,,,,,,,,
37826,0.099,NaN,0,https://magiceden.io/item-details/9VYJkUixgkF87kwmJU2nu895kdrsAAQpeQVMW177Ge9L,,,,,,,,,
37925,0.1,NaN,0,https://magiceden.io/item-details/3QZMdRgzdgfKdo7HK5rs2KVqkccSfvNxPpTP98osopkg,,,,,,,,,
38027,4.01,NaN,0,https://solanart.io/search/?token=728p8rknBKZDscr9SH9oGV9dS5Zw1wC7m5EQVwqthG2r,,,,,,,,,
38139,0.12,NaN,0,https://magiceden.io/item-details/2XLGwfmTDt6DFtyxLYJmowStxjR9fz4ns3vRcWDiEnaD,,,,,,,,,
38616,0.27,NaN,0,https://solanart.io/search/?token=Ho9N8fdq5GTXn38aiPyKK2ewKit6GbigPTtXih2TxfLF,,,,,,,,,
39134,0.1,NaN,0,https://magiceden.io/item-details/FPQYRWgqAfiD9jGZhYHF83jiQYJGUJoSsCFiTWta64LD,,,,,,,,,
39187,0.1,NaN,0,https://magiceden.io/item-details/ExmvwrSqzS3mutVF228P4SsgcvUs5tkC2CJPhsQoUPRv,,,,,,,,,
39501,0.19,NaN,0,https://solanart.io/search/?token=J55Ts9iAXQ4abcHaGE9foG9cfexLLGRCWEwYuAHDNHh9,,,,,,,,,
39520,0.1,NaN,0,https://magiceden.io/item-details/64WkkrUwTzGQ3ja54LKWCdqUgxDfSFsQ8CVqNErPa3nm,,,,,,,,,
39693,0.269,NaN,0,https://solanart.io/search/?token=9ZHcf1WmZT5kzp589wL7TZCeWuHSdDr6bpGSihvh5kYJ,,,,,,,,,
39777,0.12,NaN,0,https://solanart.io/search/?token=2xupbypbvRsDqDMDpqzFs7KpTDuNDidwQoTGoidXAeYy,,,,,,,,,
39805,0.575,NaN,0,https://solanart.io/search/?token=7V4wopGW3pP6ENDC27EVFDcVpJACZdL1vDoC6quFCxYv,,,,,,,,,
39807,1.5,NaN,0,https://solanart.io/search/?token=4u3jT725jzKB9vSZ6UeSigDTYmuJXJUuZsyPKcUvgzro,,,,,,,,,
39878,0.1,NaN,0,https://magiceden.io/item-details/683AE7xPWwmuBHRNNJgrnzP62DgaEdjpsAEwsdcaxDV1,,,,,,,,,
