id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Glasses,Hair Hole,Hat,Helmet,Mouth,Ski Mask
Catalina Whale 1453,27.4,1830,0,https://magiceden.io/item-details/Akow6BsNvCEUAipbQojpVzNmoeTN88frNko5cQqNTvNP,Inertia,Solar Flare,Searsucker,,3D,Punk,,,Hook,
Catalina Whale 1692,27.69,2955,0,https://magiceden.io/item-details/CbHStE88sxZ9fogdbMW52ViqSRx444gS7RfbBjKDnWzj,Inertia,Grey,Black T,,Gold Spectacles,None,,,Rolly Polly,
Catalina Whale 3022,27.69,4998,0,https://magiceden.io/item-details/C81hbYsRz3S4X8zApfyruvdaPUGqu9a83R8KNk6Z2nT2,Hemisphere,Humpack,Whale Ferrel,Heterochromia,,None,,,Joint,
Catalina Whale 464,27.88,4161,0,https://magiceden.io/item-details/81RoaLMxYrzDeQ7enaTgfdn84DdfLWpA1ppKHK1LNNRf,Sand,Alien,Black T,Eyes,,None,,,Grin,
Catalina Whale 4870,28,388,0,https://magiceden.io/item-details/5XZn3o9UQ4e6P6r9CpajyQvpxo1xPLwjZ8TnRbZBZYws,Geo,Grey,Velour Black,,HODL,Gold Halo,,,Blunt,
Catalina Whale 1872,28,624,0,https://magiceden.io/item-details/CgTkTUy8agW2JHP28pAHC6dkDnpM6LmEXwN93XKLGYJG,Sand,Orca,Grey Hoodie,,Black Spectacles,,Woodstock Red,,Fish,
Catalina Whale 1354,28,950,0,https://magiceden.io/item-details/AbbSYgwP1PzvTPVZe9RKhCqBhaNAWFJEv6iVaGYi7Efu,Beluga,Humpack,Black Tank,,Burner,,Whalegol Red,,Joint,
Catalina Whale 5319,28,291,0,https://magiceden.io/item-details/GoMJMkjqniTgEBnui3V5ArAKuXvoihzCZryxmzgthCSd,Geo,Matrix,Velour Black,,Love,,Fuck Sea World,,No Teeth,
Catalina Whale 5532,28,319,0,https://magiceden.io/item-details/7QFu7WAKMTUKpvzoUM8sLL2T9nGTHioqMSuG4oSRNzuB,Inertia,Humpack,Big Smoke,,Grandpa,,Woodstock Orange,,Lunch,
Catalina Whale 3195,28,3630,0,https://magiceden.io/item-details/ExPhSsVeGwPx98FHHkJ7gdc1rVpSF14YA9FBJ2Rzk7f6,Beluga,Solar Flare,Lowrider,,Black Sunnies,,None,,Joint,
Catalina Whale 2743,28,570,0,https://magiceden.io/item-details/CdiSrmtADia71naehyudXjnGMEoUr3n6fVHuP6zdhpdk,Hemisphere,Zombie,Flannel,Raver,,,Woodstock Red,,Grin,
Catalina Whale 4391,28.69,750,0,https://magiceden.io/item-details/v8jhWfGm7y763K1T1g3hFPaXFVskaSu77W3vLdgeFBU,Cactus,Matrix,Golf,,Black Spectacles,None,,,Stogie,
Catalina Whale 4334,29,529,0,https://magiceden.io/item-details/7sybMdbQ9xkFQ9jvBTEaRCPVouKRVJLxdq9KE51BEg5R,Inertia,Ape,Grey Hoodie,,Coco,,Woodstock Orange,,Tongue,
Catalina Whale 1590,29,588,0,https://magiceden.io/item-details/FTSVQHDhFgBXeAf9kE61TPCP5kkA2CQLYk849u9Ln9zB,Hemisphere,Grey,Flannel,,Grandpa,,Paperboy Hat,,Tongue,
Catalina Whale 254,29,2741,0,https://magiceden.io/item-details/8jBwgnmddMNdQBpdZRYQQkKpQKdzkn2wE4HrqLZqCFQN,Fossil,Orca,Whale Father,,Tortoise,,XL Beanie,,No Teeth,
Catalina Whale 1857,29,3485,0,https://magiceden.io/item-details/HCvKvUK1V4F4vYdnVAovLXenR7E4McqyNNDm9yPZSHn8,Beluga,Humpack,Camo,Man On The Moon,,None,,,Super Frown,
Catalina Whale 4354,29,2635,0,https://magiceden.io/item-details/GS5oiQ7PvBAoADZo4AfHkJ2ZvYSTQqvPLAKcPScQniYG,Hemisphere,Aqua,Lowrider,Bloodshot,,None,,,Rolly Polly,
Catalina Whale 864,29,1128,0,https://magiceden.io/item-details/9MKZvspWGN8TYZgVnu7MHDsVmWmTQEK46VgxhSXhD6vX,Inertia,Humpack,American Psycho,Cat Eyes,,,Whalegol,,Vape,
Catalina Whale 4053,29,655,0,https://magiceden.io/item-details/FXbM3UYwfjZGRx7eSggTHJGQVZ8it8dbf3uNVMxw9RhQ,Fossil,Oil Slick,Lumberjack,,SOL Vipers,,None,,Pouty Face,
Catalina Whale 1043,29.5,60,0,https://magiceden.io/item-details/ERUm3hPjrGvxWE9Mhcc9ZjweKXkGheUh551gj8BEvTo7,Cactus,Fairfax,Beast Mode,,Tortoise,,Beanie Orange,,Super Frown,
Catalina Whale 3652,29.696969,540,0,https://magiceden.io/item-details/Apzvem2CiUq1UDtmMfrSYvuxd3rN1Zn72AHTiN8eZXxR,Beluga,Grey,Poncho,,Nevermind,,XL Orange Beanie,,SOL Vape,
Catalina Whale 2001,29.9,1088,0,https://magiceden.io/item-details/4TA2gmKZPf9bGiaeYRLYfTu6SSVjB1tF5tZ5YxSQFShn,Inertia,Ape,Nuptse,,Black Spectacles,None,,,SOL Grill,
Catalina Whale 3981,29.9,1629,0,https://magiceden.io/item-details/Ft6wUNAZ4orQkQaVh9heCUkrhJhFNc5sbohK5KyZ9X8W,Hemisphere,Humpack,Aloha Purple,Bloodshot,,Laser,,,Gold Grill,
Catalina Whale 832,29.9,2855,0,https://magiceden.io/item-details/5CUbXgmKZMwDZudHideWNFAMseM9Ys7bfAL7DzJ8bMUB,Hoffman,Aqua,Camo,,Coco,None,,,Super Frown,
Catalina Whale 1449,30,1712,0,https://magiceden.io/item-details/qkgnCKqGohj6zHFjxxKFsDsfyhd3gt33JxDZE4n1B5L,Sand,Aqua,Save The Whales Red,Raver,,,Beanie,,Rainbow,
Catalina Whale 4921,30,380,0,https://magiceden.io/item-details/8v5xF9QZDnwYPUg2PYurvHnfBA1NCKJdkp8of9biGFya,Kanagawa,Humpack,Nuptse,,VR,,None,,Grin,
Catalina Whale 4042,30,1428,0,https://magiceden.io/item-details/D7TxAF6Yyrc7ezZt67E4p87GLpRNN1D9z6pzyWSyyJXw,Fossil,Oil Slick,Rasta,Eyes,,Rainbow,,,Smile,
Catalina Whale 5443,30,864,0,https://magiceden.io/item-details/51K6bzehbbftgzwsYaRuKFnxTXNSKh62bJGTi65GgMQN,Cactus,Zebra,Searsucker,KO,,None,,,Gold Tooth,
Catalina Whale 4373,30,87,0,https://magiceden.io/item-details/F2ifCKx5xTbWZNyhnTxeCVjQtKfYnf1Bpa1s6axSScQY,Geo,Ape,Black Hoodie,Heterochromia,,,,,,Orange Ski Mask
Catalina Whale 3670,30,52,0,https://magiceden.io/item-details/Gmqzdbz8JZxZ7t7WnsQmyeg6eYSCwcJxdn64YwkZrmUh,Geo,Fairfax,Bullet Proof,,3D,,Brero,,Gold Grill,
Catalina Whale 2590,30,2469,0,https://magiceden.io/item-details/ApMPP12VnE7uEvEY3dKyKmQ8MPmCATMt4dxNkwVpNYaM,Analog,Alien,Rasta,Bloodshot,,None,,,Joint,
Catalina Whale 2963,30,409,0,https://magiceden.io/item-details/7CRz1UwVrL477teCsSjmi87Rdidc8mhGWeVEmFJpv6CL,Hemisphere,Fairfax,White Tank,,Black Sunnies,Smoke Rings,,,Vape,
Catalina Whale 2913,30,1386,0,https://magiceden.io/item-details/HYohueM2fEYRF3ALnu2MSq3117ebkBYE6C7X4bfKHHAq,Analog,Aqua,Big Smoke,Hypnosis,,,Beanie Orange,,Gold Grill,
Catalina Whale 1760,30,282,0,https://magiceden.io/item-details/5eYSWbdTbFZ9VE5pkrhbWQSj5Rtku8NxQ1t1BgZaj1Zb,Cactus,Gold,Desert Storm,Raver,,Laser,,,Rainbow,
Catalina Whale 3197,30,467,0,https://magiceden.io/item-details/HSrwhV854CM8ABA9gkMxYYYDxLpJPQcs21CZuJhs46MQ,Kanagawa,Orca,Classic Hoodie,Sadboy,,,Beanie,,Gold Lip Ring,
Catalina Whale 3815,30,1745,0,https://magiceden.io/item-details/2Hk3enMG3mfHgFD2R7ESEC8vEmd2Un1ihiUtuGe2cH1E,Hoffman,Humpack,Lumberjack,,VR,None,,,Rainbow,
Catalina Whale 2577,30,1834,0,https://magiceden.io/item-details/4ZgvUHNzLTgEiXuoQCi3MhcJ7zPrLgUaN4tL4aEzkdSb,Hemisphere,Grey,SLC Punk,Heterochromia,,,Black Bucket,,Diamond Grill,
Catalina Whale 1782,30,4503,0,https://magiceden.io/item-details/HhffXi21uuYmhm9m4prwANoBNh7aBRrRUSivuEcCD3ik,Analog,Humpack,Black Hoodie,Eyes,,,XL Beanie,,No Teeth,
Catalina Whale 2920,30,69,0,https://magiceden.io/item-details/13AhctixzAv8xx1iZHrfcVDYTaSC6wKwgSYU8PHSjDBi,Cactus,Humpack,SLC Punk,Bloodshot,,,,,,Orange Ski Mask
Catalina Whale 1058,30,737,0,https://magiceden.io/item-details/8b8WBeVemB3sNRamCuUXKccLZj6TzkYUqWLrBThgwjby,Inertia,Zombie,Fishing Waders,Bloodshot,,Punk,,,Vape,
Catalina Whale 3731,30,266,0,https://magiceden.io/item-details/62AmASEs6P679E7EqQ7CrojaYkkEh7obnjqiL3xpoc3m,Hoffman,Aqua,SLC Punk,,Love,,DoRag,,No Teeth,
Catalina Whale 1425,30,2365,0,https://magiceden.io/item-details/3SnuwWZCXDQ9dKZiCPYV8RweZobu6r7HqvPAGqVPDBe1,Hemisphere,Aqua,Country Club,,Black Sunnies,Rainbow,,,Joint,
Catalina Whale 5030,30,2088,0,https://magiceden.io/item-details/6PcJh1o357ZTEnobByddttH9zv5PtGqyWhuZcDARraMm,Sand,Orca,Grey Hoodie,Raver,,,XL Orange Beanie,,Frowny,
Catalina Whale 4341,30,2154,0,https://magiceden.io/item-details/FDJRxedPcBQSfJiHMsPT5EAJHXFmWk1E66Dj7sUux3cu,Sand,Humpack,Classic Hoodie,KO,,,Cowboy,,No Teeth,
Catalina Whale 5534,30,1614,0,https://magiceden.io/item-details/37PufanijwsxyE2Cg69tSmK5inLfwEY7P9AgtEHpwwoY,Hemisphere,Solar Flare,Sailor,,Burner,,Beanie Orange,,Joint,
Catalina Whale 1413,30,3373,0,https://magiceden.io/item-details/2D5XnGuuuw3kQXN3SNkWqjzyvXkeB99gMm39exPh8hL4,Geo,Grey,Big Smoke,,Coco,,Beanie,,No Teeth,
Catalina Whale 5137,30.5,131,0,https://magiceden.io/item-details/65sbUdRGDxvkyrgf9pgRCgT1pxY6CCmJctYk2JL7HZMh,Fossil,Gold,La Pulga Kit,Eyes,,,,,,Orange Ski Mask
Catalina Whale 1793,30.69,2836,0,https://magiceden.io/item-details/BMtbQjhJ31A7YF8pcnPZo7Vbx57XNDFHf188Sm1yr9cw,Beluga,Orca,Black Hoodie,,VR,,Woodstock Orange,,Joint,
Catalina Whale 5266,30.69,1102,0,https://magiceden.io/item-details/8y65hVL9Aqeqieg1bcku7CyCbd5WgWQtcgxWQzAbeVxc,Hemisphere,Grey,Desert Storm,,Coco,Smoke Rings,,,Fish,
Catalina Whale 1995,31,2374,0,https://magiceden.io/item-details/3QxNtVPeK2H53y5wTSB8NkUCPYQ3QMTVQVBvn9peW5DS,Geo,Orca,Black Tank,,Rimless,Gold Halo,,,Joint,
Catalina Whale 3418,32,5009,0,https://magiceden.io/item-details/8VDss6X91PVkGiEVaUiX7FwDXaBC8rEnGj25eQhDGEwM,Analog,Orca,Whale Ferrel,Heterochromia,,None,,,No Teeth,
Catalina Whale 5270,32,1814,0,https://magiceden.io/item-details/5pnhddNtJa96he2dkgHmZ6p7Fcq3hqmrkuHyQG5jemLv,Hemisphere,Orca,Peacoat,Squinting Eyes,,,Paperboy Hat,,WAGMI Beach,
Catalina Whale 4417,33,807,0,https://magiceden.io/item-details/DCF4stHBeoZ424WJEbTk1PFXUUynwSo8sCfPV6KvLWuC,Fossil,Humpack,Big Smoke,Zombie,,,XL Blue Beanie,,Gold Lip Ring,
Catalina Whale 3774,33,597,0,https://magiceden.io/item-details/5zEPHaBEhvvk4W4UNpTpS7R7RS2iPH5WBB4yTBTJptZX,Beluga,Solar Flare,Whale Ferrel,,Coco,,None,,Fish,
Catalina Whale 2035,33.3,584,0,https://magiceden.io/item-details/9ZoQXdPkznz2ouEMRBgwfeEAZNHdQ51Dwx3TKwkMQqxT,Fossil,Humpack,SLC Punk,KO,,,Hunter S Visor,,Rainbow,
Catalina Whale 4865,34,2864,0,https://magiceden.io/item-details/4UW9FJQLXJ5bNeNRJCWguyJyGJXmHCadA6ndR71uFds6,Beluga,Humpack,Frenchie,KO,,,XL Orange Beanie,,No Teeth,
Catalina Whale 2650,35,101,0,https://magiceden.io/item-details/EJRrpBM6Ux3KpPMN2ycu4kgWEw1i3tnRxR65DkYtoZox,Analog,Grey,Puffer,Raver,,,,,,Orange Ski Mask
Catalina Whale 4892,35,1576,0,https://magiceden.io/item-details/4Nz3x9p5Ecad4kYEjc931VdmV1xV8uYaXE6CBRNwUmyj,Hemisphere,Cosmic,Black T,,Vipers,,Black Bucket,,Grin,
Catalina Whale 5438,35,3706,0,https://magiceden.io/item-details/5jNEirzocLU6vQMFazuoWu2663DVCvsR314i8d2WXKxs,Beluga,Matrix,Black Hoodie,,Rimless,None,,,Cigarette,
Catalina Whale 1322,35,2829,0,https://magiceden.io/item-details/2Qxtm2kRNvMz15JheaTMN5KtRXD8mfN53oCTi2ocnDoY,Geo,Aqua,Save The Whales Red,Zombie,,None,,,Rainbow,
Catalina Whale 1837,35,404,0,https://magiceden.io/item-details/8pczT4pM7sJTQV9d8cc9v9rhqzaBs719zz8V1c3RgCfm,Fossil,Grey,Lowrider,Bloodshot,,,,,,Orange Ski Mask
Catalina Whale 4006,35,4207,0,https://magiceden.io/item-details/8D9JP17BLh5RLuqAjfRaZcrpGbJeB93PvGKUxJomRVoD,Fossil,Grey,Big Smoke,Eyes,,None,,,Tongue,
Catalina Whale 3751,35,1256,0,https://magiceden.io/item-details/DztFAcYPkvBoFq9VgcYT9em41FBkK4C4V1yD4zmNSVrd,Hemisphere,Grey,Dale The Whale,Hypnosis,,,,Fish Tank,No Teeth,
Catalina Whale 3653,35,2203,0,https://magiceden.io/item-details/8xSSSQLrVRrw1SJspZMUnHQR9X6QqKBsQgjfTNwJUb3H,Hemisphere,Solar Flare,Lumberjack,,Black Spectacles,,XL Orange Beanie,,Rainbow,
Catalina Whale 2654,36,1114,0,https://magiceden.io/item-details/AmSb9hphyHEGzpdvP1sBma7hYo7BReHunyAY5xpbjbtB,Hemisphere,Cosmic,CWM Merch,Raver,,,XL Orange Beanie,,No Teeth,
Catalina Whale 1513,36.69,4667,0,https://magiceden.io/item-details/937xHoUpZVpjQcNfCgzonGwBVRRuWHEn1wdhqXYAttot,Beluga,Aqua,Black T,Squinting Eyes,,None,,,Diamond Grill,
Catalina Whale 2740,36.9,1214,0,https://magiceden.io/item-details/3bgd6Ka6z4i98G1zj1qZef9PpxCLRqx9f8VahDXgUh7W,Inertia,Aqua,Fly Guy,Cat Eyes,,,XL Blue Beanie,,Gold Grill,
Catalina Whale 1687,37.5,1524,0,https://magiceden.io/item-details/FYsPTyqoczsxfTAUnQ71ebBr4HKsKbGEoLkkXH1oPYXT,Beluga,Orca,Lumberjack,,Nevermind,Punk,,,Tongue,
Catalina Whale 435,39.5,71,0,https://magiceden.io/item-details/93hYUdeDG1zwXhYyHtNRqTp2hAkH2tvmPfmjDqFuEPi,Hoffman,Oil Slick,Classic Hoodie,Bloodshot,,,Woodstock Red,,Diamond Grill,
Catalina Whale 3750,39.5,982,0,https://magiceden.io/item-details/2YaY8Gnq6MjjqYVeCd4Za9kiwpJYK3GKyqH1CbT1UgFr,Cactus,Aqua,Glitched Toga,,Tortoise,,None,,No Teeth,
Catalina Whale 3910,39.786,553,0,https://magiceden.io/item-details/5BJGsHtDLCXUiEb3UapEmfSAvDembaJFL1a9DKGs5gvH,Hemisphere,Grey,Lumberjack,,Love,,Paulie Whalenuts,,Diamond Grill,
Catalina Whale 3948,39.99,213,0,https://magiceden.io/item-details/5XBGqrkPbq7b1TtGH7V6rqf8zoQsayBgQybouiX5Rf1d,Hemisphere,Solar Flare,Country Club,Hypnosis,,,Paperboy Hat,,SOL Vape,
Catalina Whale 4889,40,324,0,https://magiceden.io/item-details/CZZy9uMFDG4hMx1nKi4X2QFEK9wzBxZttE2twY191Yta,Sand,Matrix,Velour Red,,Gold Spectacles,Punk,,,Blunt,
Catalina Whale 4191,40,407,0,https://magiceden.io/item-details/FqSuSCZ1z4gxWtguaaY2bXkoa6dY7VDt5G432Nc5QVLT,Beluga,Zombie,Puffer,,Love,,Whalegol,,Smile,
Catalina Whale 1885,40,2814,0,https://magiceden.io/item-details/FcX39pCAModhfuQJPRLu6HoWkxNW8eyo2C4TLS7GcqXp,Analog,Matrix,Camo,Bloodshot,,None,,,Cigarette,
Catalina Whale 3057,40,531,0,https://magiceden.io/item-details/C1GKwARkMWsvLhn6YrhESHt9Pq2Fcq5C4tzy2bdktSW9,Beluga,Humpack,Stadium,,Burner,,Whalegol,,Prestige Worldwide,
Catalina Whale 4173,40,247,0,https://magiceden.io/item-details/FKsNzLndN922nZExR2zGEgVMaDsYPJbKCU8MpSzEu1mg,Sand,Zebra,Velour Black,Stoned Sadboy,,,Beanie,,Prestige Worldwide,
Catalina Whale 519,40,671,0,https://magiceden.io/item-details/CBhKELX5RvKHiB7ekygAw1e1QGhEbEHHpbQunHaUhGAQ,Cactus,Grey,Puffer,,Vipers,,None,,Tongue,
Catalina Whale 3960,40,2267,0,https://magiceden.io/item-details/2Hr4oy8uWaPQEez84EAzJnJkAfgTP5iinhF2CpCQTnFp,Hemisphere,Orca,Wagwan,,Black Sunnies,None,,,SOL Grill,
Catalina Whale 1746,40,1117,0,https://magiceden.io/item-details/Gq1WJGBjgsS6VCvD6THDc6QAVMALBFhqqdQDu1EUKTYu,Geo,Orca,Chokehold,Raver,,None,,,Fish,
Catalina Whale 1285,40,2235,0,https://magiceden.io/item-details/2Ene74t9QWS6vxX5qj6AhACp3ACAEaNZTFqa464zVyH6,Inertia,Cosmic,Frenchie,Hypnosis,,None,,,Smile,
Catalina Whale 3705,40,778,0,https://magiceden.io/item-details/3JggaerVwYCDczTNaJ4GibLDkCLeiZnzYiZAsbzd7UYc,Sand,Grey,Flannel,,Black Sunnies,,Woodstock Purple,,WAGMI Beach,
Catalina Whale 5028,40,883,0,https://magiceden.io/item-details/6NQNr7beQJ9VBwJXeMWBhCp6zycJSwhtAywUPLpdFb8K,Hemisphere,Humpack,Mamba,,Nevermind,,XL Orange Beanie,,Gold Lip Ring,
Catalina Whale 3249,40,5516,0,https://magiceden.io/item-details/7U8UC4j8ukWXMv7eTqPvarTAjjZeJm7Zr766tNKo4h3Z,Beluga,Humpack,Black T,,Gold Spectacles,None,,,No Teeth,
Catalina Whale 3976,40,1079,0,https://magiceden.io/item-details/BqNE8Jvaxgf4KB3xeoSeRS3Q36sWVhbQCJUFsPbkrf8M,Sand,Solar Flare,La Pulga Kit,Hypnosis,,Gold Halo,,,Joint,
Catalina Whale 3196,41,3157,0,https://magiceden.io/item-details/7Udk75sqDYUKCy9GoQdKrnCYcNooXjfr7KGMc3WgrhF7,Fossil,Cosmic,Camo,,Rimless,,None,,Joint,
Catalina Whale 1052,42,5466,0,https://magiceden.io/item-details/41BYAs81VVpsHVr5p9CqJHgyHmfm4V26VmmJFssLBkmN,Inertia,Aqua,Velour Black,Sadboy,,None,,,No Teeth,
Catalina Whale 2600,42,2543,0,https://magiceden.io/item-details/BfbezrkAn1HKQetM1xCALQuQNmij5sWtgC3afAL2VyLw,Geo,Aqua,Save The Whales Blue,,Coco,,XL Orange Beanie,,Joint,
Catalina Whale 2949,42,5482,0,https://magiceden.io/item-details/6E6scSnm11rsz9zdQu4kktstQwWRtYtaebmyX5ACEyS7,Inertia,Humpack,Save The Whales Blue,,Rimless,None,,,No Teeth,
Catalina Whale 1516,42,4011,0,https://magiceden.io/item-details/BFH2k9Ts4X9MRzTWTzJ8YzUnhriEVtEnfjwAdG9tTEmF,Hemisphere,Orca,Bullet Proof,,3D,,Beanie Orange,,No Teeth,
Catalina Whale 3949,42,4859,0,https://magiceden.io/item-details/2bUk9g7uHfBdyU6aeAKAeDhT8gJup5Myyz3LgbugRX8B,Analog,Orca,Desert Storm,,Coco,None,,,Hook,
Catalina Whale 4539,42,5330,0,https://magiceden.io/item-details/AcBJae3s9YFZpmaa9vPSLPN7yqcgsnvHSVAHhZ7V96Cj,Sand,Aqua,Black T,Heterochromia,,None,,,Cigarette,
Catalina Whale 1947,42,4192,0,https://magiceden.io/item-details/9qk4ZSDhiTrWmxGMo9sCkADrzpbhTcqU2dsTKSdZSyfm,Fossil,Humpack,Velour Red,,VR,None,,,Super Frown,
Catalina Whale 884,42,3540,0,https://magiceden.io/item-details/RSAuXXXwh2jyVgJ5x1k7T5Acm3oVXi6WutPAxmhq3Vn,Sand,Grey,Whale Father,,Vipers,None,,,Vape,
Catalina Whale 406,42,4222,0,https://magiceden.io/item-details/322MuYoagqHXXMWkiRUSnDJrQssZXsTefemoiKhaoU6K,Hemisphere,Oil Slick,Toga,,Black Spectacles,None,,,No Teeth,
Catalina Whale 1448,42,2321,0,https://magiceden.io/item-details/4GyMLrHaLt4DJ5B8QbxUiUxizQH5cUtR3TCwXJQKUx8o,Fossil,Aqua,Grey Hoodie,Eye Patch,,Rainbow,,,Grin,
Catalina Whale 3403,42,608,0,https://magiceden.io/item-details/EpqDxmd3GosuhHh4njhKR4W8wnTVd9tW3ZsgyKe3d5vf,Hemisphere,Grey,Aloha Red,,HODL,,None,,WAGMI Beach,
Catalina Whale 2729,42.069,2750,0,https://magiceden.io/item-details/B3H3fW62tUqoqMbKixbdiNkwsN9oa8JXqYyhaJLHFMzX,Fossil,Fairfax,Velour Red,,Tortoise,None,,,No Teeth,
Catalina Whale 2727,42.069,2067,0,https://magiceden.io/item-details/51fjUSTZ3VZEDsKjUvk7W6KY5KSqFL7UsdHVgjVpXMHB,Fossil,Grey,Grey Hoodie,Sadboy,,,Whalegol,,Gold Tooth,
Catalina Whale 571,42.069,4562,0,https://magiceden.io/item-details/89MqCi6Wn32kKvEdp4sAyjd6sci6meJqAeN7Gn47QbxL,Inertia,Solar Flare,Poncho,Stoned Sadboy,,None,,,No Teeth,
Catalina Whale 1874,42.69,2333,0,https://magiceden.io/item-details/2PmojhVSFQWXBseB2UQKKw4oJgWGepdacN6KkoJ9E2qh,Beluga,Aqua,Dale The Whale,,Rimless,Gold Halo,,,Blunt,
Catalina Whale 4722,42.69,403,0,https://magiceden.io/item-details/6kxL33iMaWS3uVrEdQAq5YJ8rU3JU2iu4pyufkfjHbao,Beluga,Solar Flare,Chokehold,Chernobyl,,,XL Orange Beanie,,Hook,
Catalina Whale 1400,43.5,1808,0,https://magiceden.io/item-details/6kjJVpCfczSu21p78BtS9HM36RVN3noML1ffnv6yamUt,Beluga,Aqua,Glitched Toga,,Black Spectacles,,Fear and Loathing,,No Teeth,
Catalina Whale 1456,44,2323,0,https://magiceden.io/item-details/7aqpdmwHgpM4vKAfhL7FqtR2xJxy2utLKbQ3chgQWWEg,Geo,Orca,Black Tank,,3D,,None,,Gold Grill,
Catalina Whale 3076,44,2603,0,https://magiceden.io/item-details/2dou2vrATXvX2KL29oWKhnjfsahSsuQC9TbSD27DFgwu,Geo,Solana,Classic Hoodie,,Black Spectacles,None,,,Cigarette,
Catalina Whale 1843,44.44,698,0,https://magiceden.io/item-details/8vvL51cqHGNiaSHH2g1soKozyp8HRV66ogZo2KBxc5Wt,Geo,Solar Flare,Stadium,Raver,,,Cowboy,,No Teeth,
Catalina Whale 4251,45,3291,0,https://magiceden.io/item-details/E8CCe55Y9eaar7fkWu4A6961tUb9QbsaeUgzy92PwXip,Beluga,Grey,Black T,,Future,None,,,Pouty Face,
Catalina Whale 1682,45,2409,0,https://magiceden.io/item-details/EwDUEKcZsuxpLmWto9DLVjmWgwRN8eKB3oH42QUg1hxb,Hemisphere,Grey,Save The Whales Blue,,Gold Spectacles,Rainbow,,,Smile,
Catalina Whale 1907,45,1672,0,https://magiceden.io/item-details/GZFzZsUAaBB2LajbjoEHzGeRx9a5P5QQZXxtoqzjWfou,Fossil,Solar Flare,Fishing Waders,Squinting Eyes,,None,,,Fish,
Catalina Whale 3827,49,2718,0,https://magiceden.io/item-details/62u4ezLDxdqPAJr5SoMug9ZadFqbkzcDqJLNNpZu8ymX,Inertia,Orca,Met Gala,KO,,None,,,Vape,
Catalina Whale 4748,49,1588,0,https://magiceden.io/item-details/HhMvHEbVdRJWrJLnJzWLv7P6y5aoD6jwsUNPh9V8upLW,Inertia,Aqua,Searsucker,Bloodshot,,,Cowboy,,Cigarette,
Catalina Whale 3921,49,1867,0,https://magiceden.io/item-details/C239RdA8M5ayhXspJLs7UFuEqJ4woBcnEg6Q5L4ZubwE,Fossil,Solar Flare,Dale The Whale,,VR,,None,,Vape,
Catalina Whale 4957,49,1280,0,https://magiceden.io/item-details/Gnyz7LyaLGHeabjYcbC61V3KrDZRmdBLRDMZJkt7RFH,Shaman,Orca,Peacoat,Heterochromia,,,None,,Blunt,
Catalina Whale 4902,49.5,120,0,https://magiceden.io/item-details/2UcuKmbfyi6msGugrHRjWq8zmHUwyJEc9LiwpERtvn1f,Fossil,Grey,Golf,,HODL,,DoRag,,Blunt,
Catalina Whale 3535,50,180,0,https://magiceden.io/item-details/311HVDg3phvNWDedTHqzYbwcWu43T5Q3fEWY9v5o7jYF,Inertia,Cosmic,Poncho,,Future,Laser,,,Joint,
Catalina Whale 899,50,3089,0,https://magiceden.io/item-details/Ga7wAFqWua9f8TjqTj8FhMJ12aJUgrXMdcQ58BbMTRtR,Analog,Zebra,Black Tank,,Nevermind,None,,,No Teeth,
Catalina Whale 5097,50,2850,0,https://magiceden.io/item-details/32GrUcr4sRmrjjwLh3M67khoZiMLCnMF2a9go3Gxyaza,Geo,Gold,Camo,,Tortoise,None,,,Super Frown,
Catalina Whale 4638,50,900,0,https://magiceden.io/item-details/8KwXZYmkFMHDbNp1gpZKb8kqiRnU6da8Da4KK21Z4gRN,Geo,Solar Flare,Desert Storm,,Morpheus,,XL Beanie,,Smile,
Catalina Whale 3878,50,1096,0,https://magiceden.io/item-details/E2GSLU8LPagk92qxi2pntTrpEkhAvBcP46z2zkuNMdPh,Sand,Solar Flare,Black T,,Grandpa,,XL Blue Beanie,,Smile,
Catalina Whale 3018,50,1466,0,https://magiceden.io/item-details/7T8CCsBGwzL21hqg1YihFxtHTXeL5E2tULQoDtEuTJia,Beluga,Orca,Aloha Purple,Stoned Sadboy,,,Black Bucket,,Rainbow,
Catalina Whale 3006,50,2677,0,https://magiceden.io/item-details/DHbfZeQGdkZSpnnJPbmsbwQh2pqa5iGwP6jwd3rQ1ezw,Analog,Orca,Puffer,,Tortoise,None,,,Gold Tooth,
Catalina Whale 1530,50,2293,0,https://magiceden.io/item-details/GXX5NZ4wzYgUJzBfGvdS1Xa98AaFZVGjp59KgEMcz55s,Fossil,Grey,Freak,,VR,None,,,Pouty Face,
Catalina Whale 139,50,4651,0,https://magiceden.io/item-details/4XPWRa1c7qZ6MfNVevkWcgXDgSmNC9rRepV5rNGpKxBd,Beluga,Orca,Searsucker,Squinting Eyes,,None,,,Blunt,
Catalina Whale 3786,50,4259,0,https://magiceden.io/item-details/EZULG6y1nTHSG45eQYiNpk7SvQH3o2edZ7RFuuVC7DUx,Inertia,Aqua,Classic Hoodie,,Morpheus,None,,,Super Frown,
Catalina Whale 4493,50,3766,0,https://magiceden.io/item-details/5yWKNtwSfvYNj4zZfU16tqgAxwHtDtjaRogfox7yiMVe,Fossil,Humpack,SLC Punk,Bloodshot,,None,,,Diamond Grill,
