id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothes,Earring,Eyes,Head,Mouth
2603,9,111,40.56,https://alpha.art/t/3dzSBMYH6UHFhhSLx9hEsCtLszMo1i5jFCpDgPkD1Ayt,Cyan,Solana,None,Weed,Star Eyes,Fedora,Weed
2630,3.75,4061,77.23,https://alpha.art/t/B8AEsv95ShE3WWjmr9WpJoHMtTBaMDWgoy9Y3hDgW9SA,Orange,Pink,Bone Necklace,Earth,Crying,Mohawk Hair,Annoyed
2680,3.9,8561,57.7,https://alpha.art/t/TFeytfD2epb5q58MWsvVV1qxGxbxZPHidGwNHiDtEJj,Purple,Pink,Singlet,Amulet,Wink,None,Smiling
2720,3.5,3732,76.55,https://magiceden.io/item-details/48JqNdGz6oTFshEu5xdMYWrChi1SNsCFL2iw6eHUTSg1,Orange,Salmon,Pink Leather Jacket,Earth,Focused,Red Hair,Cigarette
2747,6.8,5627,40.45,https://alpha.art/t/JFCPvud5QswrbDCxVkiCk1x8222bNZvwzKdjhH8FHZV,Cyan,Salmon,Purple Shirt,Gold Ring,Hypnotize,Elf Hat,Neutral
2750,11.11,1816,8.12,https://magiceden.io/item-details/1WPCnZchCnbvFoU2uwsC25M6FLGC77d33aLJQat8xHz,Red,Yellow,Fancy Sweater,Gun,Heart Eyes,Fisherman Hat,Lick
2790,3.9,9127,55.43,https://alpha.art/t/4AtKJm7KZML3DN58wdbv6LD16yH6DfpsFYWSv46EgWL4,Red,Purple,Red Jacket,None,Closed,Fedora,Neutral
2807,39.990002,9261,0,https://solanart.io/search/?token=CgCfUuxfm3vNtz277wUZDWQebV32zTvhv1iz3YFVUhK9,Red,Pink,Singlet,Earth,Closed,Beanie,Annoyed
2852,25,1772,0,https://alpha.art/t/66zGMx65vgCgH39DxtPQFm9PP5uZwk6GSEVaMkT86Y5Z,Green,Pink,Singlet,Weed,Coin,Unicorn,Weed
2867,7.69,8874,14.04,https://solanart.io/search/?token=AefshivDGAwG3vL99KdwcoDHmpryYwaa5vTUf4aDByVt,Yellow,Salmon,Pink Leather Jacket,None,High,Fez,Weed
2908,3.95,2891,79.92,https://alpha.art/t/32uy1dC8iyJf8aD4t7GQg473ZdEkLA7sngjhqj9rTHH5,Blue,Pink,Bone Necklace,Amulet,Monocle,None,Cigarette
2909,16.42,6417,0,https://alpha.art/t/2YUfC5Am4W6KKjnMX5KTTBvPijacxByzBNuMJHnmLyBN,Purple,Salmon,Singlet,Earth,Closed,Propeller Hat,Bubble Gum
2912,31.5,3876,0,https://alpha.art/t/BneDcAnFzQ1oBsqUQqtRLfATdqEAMm3pUJbJptr7mSMh,Orange,Salmon,Singlet,Amulet,Laser,Cowboy Hat,Weed
2922,4,5637,63.91,https://magiceden.io/item-details/3PerHhhCYvRK9cPptAMQEe36DZUQFyJGwbyqEqqruBcC,Green,Pink,Singlet,Kiss,Open,None,Braces
2961,10,1486,25.05,https://alpha.art/t/8sY98kMbANxSVqaVBCPM3nwnhdA4VYMKpHsvJt1euNbC,Yellow,Yellow,Pink Leather Jacket,Solana,Crying,None,Smiling
2992,20,3198,0,https://solanart.io/search/?token=58wH8E2ZfMpXKBK49byzaceeE4sJB3iTDECeJL16gF4H,Blue,Purple,None,Amulet,High,Afro Tail,Cigarette
2997,6,5385,44.92,https://solanart.io/search/?token=BUuceNAXV9v2TJzvbAoeNuqx1rVA7nGeVR3g88FbanQy,Blue,Salmon,Star Tee,None,3D Glasses,None,Bubble Gum
3012,6,1815,59.23,https://magiceden.io/item-details/DhfdiniziuGwhxo2Zd93wHYNDLb3k7FiJWfj8qYmgvNb,Green,Yellow,Fancy Sweater,Gun,Wink,Mohawk Hair,Biting Brush
3026,5.5,3666,61.31,https://alpha.art/t/DwxU5Vvb73paENPUgiWtmJVD6TjiZvKFGa3aBya82BHR,Purple,Pink,None,Weed,Star Eyes,Officer Cap,Annoyed
3036,10,338,25.15,https://magiceden.io/item-details/CYiVKD7CeRrKxdGUJ4TW87WyR72XWK2NKp1edVHug8h,Green,Yellow,Solana Tee,Gun,Focused,Sailor Cap,Beaten
3043,59,660,0,https://alpha.art/t/9vNwsP6WrrKGzvjuC45CwScPPeuZDPKVEPdcUeykkAwT,Yellow,Solana,Fancy Sweater,Weed,Beaten,None,Weed
3051,6,422,69.31,https://alpha.art/t/BqUaj4Vy1YCun5wajKYTs8N369vVyJo1FAPtJfEryhEu,Green,Alien,Pink Leather Jacket,Palette,Closed,Afro Tail,Braces
3087,25,171,0,https://alpha.art/t/5LBXoKhW3Hu2ewMrzQZJoccm4CNExp6TQQ69qA3eYbHF,Orange,Solana,Piggy Tee,Gun,Dollar Sign Googles,Beanie,Annoyed
3112,10.7,9512,0,https://alpha.art/t/CQseEhbVnm6ucgcqMWvZPrdB1uVEsCT19Vho1iNto494,Cyan,Yellow,Fancy Sweater,None,Open,Afro Tail,Smiling
3115,3.5,6951,68.15,https://alpha.art/t/J6ppsp1qdB1FXkmNEaGWoB2hiLXqrBbNTxpY5Tj5MW2h,Blue,Salmon,Purple Shirt,Gun,Closed,Beanie,Bubble Gum
3122,4.2,6947,56.66,https://solanart.io/search/?token=CN2vYFFmn44p1eoEBbbfZ7dkpfWxpBLVpqnABhjTVaRg,Orange,Pink,Fancy Sweater,Weed,Beaten,Mushroom,Neutral
3126,37,1999,0,https://alpha.art/t/DQQdNwnbabFSyGVpum9esR6jfHgBJyGx2Lxnt7Srhzw3,Blue,Purple,Singlet,Palette,Monocle,Halo,Smiling
3140,100,4186,0,https://solanart.io/search/?token=c1B9WMGfZZDmZrx6NyKrip79wo9XpwDWyB6wmy1Dqwh,Purple,Salmon,Solana Tee,Amulet,Closed,Officer Cap,Neutral
3147,10,2143,22.41,https://alpha.art/t/4mth9ohBuGmNdiZwWQSoaxT5UDJyEpABMJbW7JFj83z2,Green,Pink,Rich Jacket,Palette,Coin,Afro Tail,Lick
3153,1750,948,0,https://alpha.art/t/DT1cMoNaUGtfRhXTuJUcU5ERVu219Ha4j9Q5dMCer3eD,Orange,Solana,Fancy Sweater,Western,High,None,Smiling
3197,15,104,0,https://magiceden.io/item-details/8cpzRfQezFXyyjZvJZ1PoBd3dgiBGDiydFEgYGGaR2Vy,Orange,Alien,Artist Apron,Solana,Wink,Cowboy Hat,Annoyed
3230,8,4902,26.86,https://magiceden.io/item-details/CPtFzaFDTN1APe6n9jBdrrxKFpvRtfwPq2wxvZqzTfJ,Yellow,Pink,Singlet,Gun,Wink,Elf Hat,Weed
3232,8,627,43.99,https://magiceden.io/item-details/AGufz1xagK1nB2s25fSbGLBL73dRhwQGh4Ka6w8iDMeC,Red,Yellow,Piggy Tee,Solana,Star Eyes,Leprechaun Hat,Weed
3235,4,4735,67.53,https://magiceden.io/item-details/27AEqrm9X2tuEZ33AFGuby8SKm7fRjMHSfWycFnwje5r,Red,Pink,Piggy Tee,Solana,Open,Afro Tail,Smiling
3279,7,8728,21.53,https://solanart.io/search/?token=DqG4p2aRGGHXiujvdb24apVSVE8SmD8wtYjQy7TPRFT8,Orange,Salmon,Singlet,Amulet,Wink,Elf Hat,Annoyed
3282,8.95,977,37.59,https://alpha.art/t/82K52bHvhARZZHtmRcwmgu3nuqvitQjS9ZKhBSDjp93M,Blue,Solana,Star Tee,Western,Closed,Beret,Neutral
3305,23.963,3175,0,https://alpha.art/t/8wsTaD1yVVWVooDrvsae1ehmpVWZYFs15zG9Sh4WAdN1,Orange,Yellow,Purple Shirt,Gold Ring,Open,Mushroom,Neutral
3342,5,6107,56.53,https://alpha.art/t/GXdY5oTkX3fss388dyai9eduKvJfJdmHMGG8GXALf98g,Purple,Salmon,Star Tee,Earth,Closed,Red Hair,Smiling
3371,5.3,8633,43.41,https://alpha.art/t/FkQfgUDx3SkRQQUrr2pTedN47Z7bmmny4NsxwvLZpHp4,Purple,Salmon,Piggy Tee,Earth,Hypnotize,Cowboy Hat,Annoyed
3377,17.5,9822,0,https://solanart.io/search/?token=7kpukwbKqmnUJYZcDnSLgMv3mkZfMSNjHFwuScdeJEYy,Cyan,Salmon,Piggy Tee,None,Open,Spiky Hair,Beaten
3402,40,4060,0,https://alpha.art/t/5gkTavws8KzUaCQxmbhe6bFJxUSTuioZqgUbFi74ix4b,Red,Salmon,Star Tee,Gold Ring,Open,Fedora,Party Horn
3417,3.85,4869,68.49,https://magiceden.io/item-details/Ckn7h6Bjr5jQmXmgyWL4dRjxw538sffDBtiB2ixYAkfZ,Orange,Salmon,Fancy Sweater,Gun,Star Eyes,Fedora,Weed
3429,10,1078,26.68,https://alpha.art/t/GmeVW7qEH73TyE86kYt9SjPnMuggK9JYj6oDzU81e7JZ,Cyan,Pink,Purple Shirt,Palette,Laser,Elf Hat,Cigarette
3432,4.1,6847,58.07,https://magiceden.io/item-details/784Uea94vPrfUvnyrZBzR1wa66nJYjHqufiqBhYEARGe,Blue,Yellow,Purple Shirt,None,Heart Eyes,Cowboy Hat,Neutral
3471,84,61,0,https://alpha.art/t/7VyaefM2UJBRMyn8q4D6DtS1ieRoAJbBBtPTnpCSYTU8,Cyan,Zombie,Solana Tee,Western,Heart Eyes,Sailor Cap,Bubble Gum
3487,8.5,3210,33.14,https://alpha.art/t/J76kRkLRj1HyGLrbec9pJsxQM2jXevsjJ6sWgMZkvMDK,Green,Purple,Pink Leather Jacket,Earth,High,Officer Cap,Lick
3489,35,7300,0,https://solanart.io/search/?token=EpKya8zBReuaxk3qaB4qUSVCzbQbT1EC156MNgdnRkND,Yellow,Purple,Rich Jacket,None,Closed,Afro Tail,Neutral
3495,80,7674,0,https://solanart.io/search/?token=6TkoEq3A132ztqUhKdbST9o5BagHT9hAJ3unGMGHBb9b,Orange,Salmon,Fancy Sweater,Palette,Closed,None,Biting Brush
3514,4.2,4669,70.29,https://alpha.art/t/2xcD4dkiSL4rgwt8htsrNMWM9d2bsCkeDnYhbCFrvbBh,Blue,Yellow,Purple Shirt,None,High,None,Biting Brush
3520,500,8,0,https://alpha.art/t/5UUF7oz2ZrpFdRN8QbQVvkMmUEJdnJjo9bAKeyq2MUWx,Yellow,Solana,Solana Tee,Amulet,Star Eyes,Mohawk Hair,Cigarette
3533,5.5,7433,46.22,https://alpha.art/t/9N1ZCnpMPRsZJKtTKvkW81qMnQxxq3qu2niuPuoisPQe,Orange,Salmon,Fancy Sweater,Palette,Beaten,Afro Tail,Biting Brush
3552,19.99,791,0,https://alpha.art/t/DnrJREYxJfGFgbZra8Adw1dNFPhwbH4K2xRXs5jDQgcP,Purple,Purple,None,Weed,Closed,Elf Hat,Golden Teeth
3563,6.8,6782,35.83,https://alpha.art/t/7MQCPjpYsUxHCn14jQYqX3SNhebehiLJqKHPg1hSBZva,Blue,Salmon,Piggy Tee,Earth,3D Glasses,Officer Cap,Smiling
3601,9,3872,20.99,https://magiceden.io/item-details/HjHkFWcp79SDJXqNeaJpc2NzTif3dgaujsXu1haLcXe7,Orange,Yellow,Singlet,Western,Beaten,Elf Hat,Party Horn
3643,9.99,2363,17.13,https://magiceden.io/item-details/C66rokh5nXHtNf7d5eeebJL5tDFnCNZ7PZuspD2MDGU4,Cyan,Alien,Singlet,None,High,Red Hair,Smiling
3645,5.5,772,72.91,https://alpha.art/t/DuuR245oLtW5ELZB2BRtAgTEJ4TmkhK1WxAsg6ZyxQXz,Yellow,Salmon,Pocket Watch,Palette,Dollar Sign Googles,Leprechaun Hat,Lick
3702,12,9742,0,https://alpha.art/t/EfuZQREVRE5X1ir46JrCCm6wC68mepxy3mjnUvimvXLm,Cyan,Salmon,Singlet,None,High,Mushroom,Smiling
3726,16,2817,0,https://alpha.art/t/B9XnCmyYQtuHiNkGmk4P1RAM2uJPtbcXmN5XNiuG3xp1,Cyan,Yellow,Rich Jacket,Palette,Focused,Beanie,Cigarette
3756,6,8568,32.17,https://solanart.io/search/?token=BTupSESPU32E921HmZsZgriRhkxZv4ErYBjS4AzJcNeg,Purple,Salmon,Bone Necklace,None,Open,Sailor Cap,Lick
3775,80,2129,0,https://magiceden.io/item-details/6fMLkr6iRAeFteezSPHU3HdFmxEwCBxez6SmXgQBicCo,Blue,Zombie,Red Jacket,Earth,Open,Leprechaun Hat,Annoyed
3778,6,6142,41.89,https://solanart.io/search/?token=FxG9oZfdXXzQpwuizD2qw6Ucncwzxe1zttAATHs6tdkM,Red,Salmon,Purple Shirt,Amulet,Wink,Sailor Cap,Cigarette
3786,5,8063,48.69,https://alpha.art/t/f1mb7uQsnSvYHpbUGj37VgUVb8JPDDd5dcnMsGY1qiD,Yellow,Pink,Fancy Sweater,Gun,Open,None,Neutral
3796,3.4,3920,81.29,https://alpha.art/t/DZ5nBvQwK7BZjLWca38tQRgViC8UZgohzPMcxGKXhuGM,Orange,Yellow,Fancy Sweater,Kiss,Coin,Spiky Hair,Neutral
3807,78.5,1047,0,https://alpha.art/t/9RjKiGTdrEKhBKSDKAtrMFoSNgM5HtaMRzxZvNJVmEnU,Cyan,Yellow,Singlet,None,3D Glasses,Unicorn,Weed
3810,99,63,0,https://solanart.io/search/?token=Dn8Li4mXAXvDbTNdMTjhhrGALdZnCCTsyMEadbo87fdu,Cyan,Alien,Purple Shirt,Gun,Hypnotize,Afro Hair,Cigarette
3828,99,40,0,https://magiceden.io/item-details/FPTw328CRVxMDeBxuUXs3bibKnnbhSXLt6RJPnU9fBDi,Purple,Yellow,Solana Tee,Solana,Hypnotize,Afro Tail,Weed
3857,15,2441,0,https://magiceden.io/item-details/EwVQmcKEXwf7NPqfrCTUFXCDsTq9uoPDz7MG5hpgnuBx,Green,Alien,None,None,Focused,Fedora,Neutral
3861,5.8,7770,41.87,https://alpha.art/t/ABWiYfTSEs5knkRqcFf25yUcS8XaMVpdbE7xDo61dQnL,Green,Salmon,Purple Shirt,Weed,Focused,None,Neutral
3874,4.9,7580,51.63,https://alpha.art/t/CEPdLaE7bZ2U7oRh1Fs6YR897tYD1NrTtJv15aLjbxNC,Blue,Pink,Purple Shirt,None,Crying,Fedora,Bubble Gum
3884,7,1583,50.16,https://magiceden.io/item-details/8o4YgBXQXW3Dx73xWiMxgqnVAqUJNmbzB1yt4FKSBV9h,Red,Pink,Pocket Watch,Amulet,Wink,Afro Hair,Smiling
3923,4.75,4929,63.75,https://alpha.art/t/sVcyxvdMHfcd86G7mDSHwJHWgRaZDgWF1n3YeTEeMwr,Blue,Purple,Piggy Tee,Amulet,Beaten,Sailor Cap,Biting Brush
3947,25,2376,0,https://alpha.art/t/3mBtGCDrCbonwHskaibmxzoK82aBNQbM1ZuJAuEP4WbA,Yellow,Yellow,Pink Leather Jacket,Western,Focused,Fisherman Hat,Biting Brush
4007,4.95,6675,54.75,https://alpha.art/t/AKpsXLyCh5CYuH747SE8yntRyLDui2MRQQVr69mZXmBS,Orange,Yellow,None,None,Wink,Beanie,Bubble Gum
4014,3.4,4729,73.55,https://solanart.io/search/?token=Gt3uMgL7Mm8wvpXWq7bnGjgfUYzrfS4umrQ6vHu5Jd1v,Yellow,Purple,Singlet,Earth,Beaten,None,Braces
4034,33,2188,0,https://alpha.art/t/9i5PeZ5dCFtsVL5u97XUfhEqZoaHFgJRCjMvcWk22mSx,Green,Solana,Fancy Sweater,None,Focused,Beanie,Beaten
4036,3.9,1740,85.03,https://alpha.art/t/6ghTW6wce6KHdB38i45MAmBRaEtFzRbbVVbzMMvqFwNQ,Green,Pink,Bone Necklace,Gold Ring,Beaten,Officer Cap,Braces
4038,10.7,9832,0,https://alpha.art/t/22mw9tBcaA1tBt4iXwZPw1mVJeMPrLGFM2h6LLAPAuap,Yellow,Salmon,Singlet,None,Star Eyes,Fedora,Neutral
4049,18.4,173,0,https://magiceden.io/item-details/2HUkidoSKo9ocVhLoYRh7jfJ7oUgAsdXWgwGx6jRuGwo,Green,Yellow,Blanket,Solana,Beaten,Mushroom,Smiling
4067,86,18,0,https://alpha.art/t/AGKbBiYCY77vEYGHVbaAJhGMeZX5aE4tNoedEQNR86Kz,Green,Solana,Red Jacket,Palette,Sleeping,Santa Cap,Golden Teeth
4089,4,9758,51.9,https://alpha.art/t/F6GqBKa2Dm1vC9yGGbbZpMPSGiMo7jk9Ko9Y6PRU9z5z,Yellow,Pink,Singlet,None,Beaten,Fedora,Annoyed
4096,50,4863,0,https://alpha.art/t/2UoLdoDwqmpaz8cEtaKaf9XppZGM88rSV4AgxaVWEGvY,Purple,Pink,Fancy Sweater,Weed,High,Party Hat,Smiling
4116,5,6499,54.96,https://alpha.art/t/8x28Rj2rp2X9UtEUsnHxow2g4dbB2g8UYiaatRvojRRG,Orange,Pink,Artist Apron,Palette,Crying,Officer Cap,Neutral
4203,399.9,1261,0,https://alpha.art/t/CfVNFjN8uz5cN1927Gjv1YFCGAYZrw1yzxNkAAobAskp,Orange,Salmon,Fancy Sweater,Amulet,Focused,Royal Crown,Weed
4205,5,8342,47.58,https://alpha.art/t/AYTepW2iNtA9ABTPsXhMKqfGaUCUjbcPdgWAkTebCgFc,Red,Pink,Piggy Tee,Earth,Beaten,Fisherman Hat,Annoyed
4208,4,486,89.05,https://alpha.art/t/FwHXpmAsxTXHHjksuzsdmqY5t8aftDDTpaf3tNasvFwy,Green,Alien,None,Earth,Star Eyes,Leprechaun Hat,Neutral
4214,15,5087,0,https://alpha.art/t/595DbSYWQvdXPGWHHji3sDxFiVmfpVpwUarN4ySVD75P,Red,Salmon,Piggy Tee,Solana,Crying,Afro Tail,Smiling
4221,10,4414,8.81,https://solanart.io/search/?token=F2sbJv3tDr6Nry9ZEkgUwYm1fgXEybe1uY67r3BivmLW,Red,Yellow,None,Western,Wink,Afro Tail,Neutral
4239,31.5,7617,0,https://alpha.art/t/2ARP3aqbabrKVT2tqLWJkwDkC4FeNxmhiWrFh6rYk1Ud,Blue,Pink,Fancy Sweater,Earth,Open,Santa Cap,Bubble Gum
4272,48.8,2562,0,https://alpha.art/t/8ncmJiN7vsiqTQqkARfeEWpGser4SCKfjMP3urMXiH8L,Red,Alien,Singlet,Western,Crying,Fisherman Hat,Neutral
4306,3.8,9799,49.24,https://magiceden.io/item-details/ASoKtpcYWMsCwxX3nCUuZ1Fz5g38B4jHkRokXhnZGf6n,Red,Salmon,Fancy Sweater,None,Wink,Cowboy Hat,Beaten
4321,3.9,3286,78.83,https://alpha.art/t/8Fc7KB7oLDkEsEaU83XLa8bf9Cr8w6hvKGAskVjdWpVA,Yellow,Purple,Red Jacket,Earth,Beaten,Mushroom,Bubble Gum
4324,5,5519,58.89,https://alpha.art/t/BkYvSerrwCGFFDv6ZisPfnLeKey847FKXKv4DdtnioZm,Blue,Pink,Piggy Tee,Western,Beaten,None,Party Horn
4350,4,9220,54.06,https://alpha.art/t/6nfHbD4eyr14TaY75KCVChvhkugMDP3e478a8k6mT9qY,Purple,Salmon,Fancy Sweater,Kiss,Wink,Beret,Smiling
4351,37,2338,0,https://alpha.art/t/G8ENd7bwvj7TJ1cLWNLGCfmvPSM2n1dYXC6oT26CxQ9k,Green,Salmon,Bone Necklace,Western,Laser,Fez,Neutral
4361,6.66,2741,53.42,https://alpha.art/t/2NR3SKp3324qEh8sUmfYnq39UsTijzNCctqzqkNfauys,Orange,Salmon,Artist Apron,None,Dollar Sign Googles,Afro Hair,Bubble Gum
4369,6,207,70.17,https://alpha.art/t/7nFYxwg8oxzbVeGgUcPwCg8R69i7xo9zpuQ1WNr5A6Ex,Blue,Purple,Blanket,Gold Ring,High,Sailor Cap,Party Horn
4373,9.5,108,35.57,https://alpha.art/t/Fm34KcBzy82cMuiQK65ySB133LcHAFfQrqTuW2E3GjTr,Red,Solana,Star Tee,Red Diamond,Crying,Officer Cap,Annoyed
4398,99.900002,739,0,https://solanart.io/search/?token=yJLMsTGRJcRQZEHCijBP9jFDbftvJHjWtijHADa4k4D,Red,Yellow,Rich Jacket,Western,Wink,Propeller Hat,Cigarette
4416,4,6885,58.91,https://magiceden.io/item-details/5vKFkKKcScBa8RtbUpB2Afd7BhErJvRdZfRgQh2E3ofc,Blue,Yellow,Singlet,Kiss,Closed,Mohawk Hair,Smiling
4419,42,2267,0,https://alpha.art/t/3XVGgtuqJhc162YdPWq3GXCsAecYceWhzPowzhmUz61Y,Green,Pink,Pocket Watch,Earth,High,Spiky Hair,Smiling
4437,44.37,683,0,https://alpha.art/t/327K4rkw5sgNT4dGkWy1567dMCHv6LMb6CsTTXeRBP76,Purple,Alien,Star Tee,Western,Closed,None,Lick
4439,4.7,3019,71.9,https://alpha.art/t/C1YBbdB9PeorWoF25eu3YEGcwVGAnakK4EpvSKrebR6k,Cyan,Zombie,Piggy Tee,Western,High,Beanie,Weed
4511,10,4685,12.23,https://alpha.art/t/2r61TVPzrucL1mMUF47AaQrtp36oMAmRC6JfgeZEced7,Purple,Pink,Fancy Sweater,Gold Ring,Open,Afro Tail,Biting Brush
4540,3.72,5007,73.74,https://alpha.art/t/CorHs5LorRZNjow7pGE4YSgEeEmZt1BBJRYPe6PLhmue,Yellow,Yellow,Red Jacket,Earth,Sleeping,Fez,Smiling
4543,4.99,8816,41.28,https://magiceden.io/item-details/YbruPD1vdSP6MKUfDQecRUrsDnNJFp2WqtYWh6PaAtj,Orange,Salmon,Fancy Sweater,None,Wink,Mohawk Hair,Lick
4556,5,3709,66.14,https://alpha.art/t/FRRRnW3wbunwwnrLGtNCVbPxd5KF28SsukkFjQfQzJBo,Green,Salmon,Pocket Watch,Palette,Beaten,Fedora,Lick
4590,7,6306,35.73,https://alpha.art/t/F7DpWq16dZr3ZuyoRfvheZ96rzcA7soTSwqWCcK2ku88,Orange,Pink,Bone Necklace,Palette,Beaten,Afro Tail,Smiling
4610,11,796,13.31,https://magiceden.io/item-details/CCZaWzf9tSRgSkUtjh4GefnAg5qQXi3ZP6snEnA5hDrs,Green,Purple,Fancy Sweater,Weed,Hypnotize,Elf Hat,Golden Teeth
4622,24,4738,0,https://magiceden.io/item-details/FvRHF3T6KotEUJ4oQ6YmW8TjuiGdbFHaNXj7y8SJtQhp,Red,Yellow,None,Earth,Heart Eyes,Beanie,Smiling
4700,6.9,4964,37.61,https://magiceden.io/item-details/CkgUEuuXykZAvSRQ5Rh2VNE8DLGULoPk1idYrNAmQSj2,Purple,Salmon,Purple Shirt,Gold Ring,Crying,None,Weed
4748,4,4995,66.49,https://magiceden.io/item-details/tmeaEhLUZBKK4XnCL8SgF65tmysQcPQGTU4WrEzc9i4,Green,Salmon,Pocket Watch,Western,Closed,Santa Cap,Annoyed
4757,4.89,6476,56.15,https://alpha.art/t/9dBPtMP2Zfm9PstVGLksjvSw1tDyrs9JRUoY5QcEeHqr,Yellow,Salmon,Bone Necklace,Amulet,Crying,Fedora,Beaten
4768,100,1988,0,https://alpha.art/t/FrUMznm3JgGP3zyxkvaEEya6hw5bboKzYpWbPsP6YdSJ,Red,Salmon,Piggy Tee,Earth,Monocle,Royal Crown,Smiling
4808,8.6,3577,30.67,https://alpha.art/t/5PSXvDsWFfworNimTyqYuZKadqSzs6emabADicQieabs,Red,Salmon,None,Gun,Beaten,Fedora,Braces
4816,4,6090,62.1,https://magiceden.io/item-details/9uGvjocJsbww3rUYKb2KZyAvRLqkHs7SXNCzxQbYMxKU,Green,Salmon,Artist Apron,Palette,Hypnotize,Santa Cap,Beaten
4991,25,3318,0,https://alpha.art/t/9rXYfkVgGY91uwWkELxN75aqqQmX6ZCUYa2tpHfKHAFJ,Cyan,Salmon,Piggy Tee,Gold Ring,Star Eyes,Party Hat,Beaten
5039,40,6147,0,https://solanart.io/search/?token=3EpPuwUnDuu1DVEpz6JMo4wGk4WEETRWv4XTF3D4GmBF,Purple,Salmon,Star Tee,Kiss,Coin,Fedora,Annoyed
5071,4.29,4632,69.54,https://alpha.art/t/CsHrK6vHDSF755oCa2khgHUicztFR6PuHkEfca4JEdJm,Blue,Purple,Red Jacket,Weed,Sleeping,Leprechaun Hat,Smiling
5080,14,1985,0,https://solanart.io/search/?token=Hn7qN3mTG84VS6FfQG8k3dKL5RnDeTJKVqMNTsttxrpa,Purple,Pink,Pink Leather Jacket,Kiss,Crying,Propeller Hat,Bubble Gum
5103,10,1062,26.74,https://alpha.art/t/8wFEnUaMdYdodqtNqy5cKgbYHnv44KDe9wH3WJPnJXng,Green,Solana,Singlet,Western,Open,Officer Cap,Weed
5119,11.99,303,5.39,https://solanart.io/search/?token=5w1QMah5AFUTXSKFVfBzwNCA7hrEnWLk4WNhExW8E2Eu,Purple,Pink,Blanket,Gun,Laser,Cowboy Hat,Neutral
5161,5,5355,55.04,https://magiceden.io/item-details/D8tuoZHybu3xrDFdsNrwaQqB23rSWfk2hadHWHJNy2LZ,Orange,Pink,Artist Apron,Western,Star Eyes,Cowboy Hat,Smiling
5211,64.68,221,0,https://alpha.art/t/3XiC4kiUN3eM3UoUqezFLnH81thm7t6Rpt5wEqL6NGSr,Blue,Pink,Solana Tee,Weed,Dollar Sign Googles,Mohawk Hair,Cigarette
5231,3.5,2395,81.9,https://magiceden.io/item-details/2JU6wSgh7FUcw7gUy3Sr9Uiv3sLzFH1azDDzRR1ZMMs4,Orange,Purple,Pink Leather Jacket,Gun,Open,Mushroom,Bubble Gum
5236,4,1306,81.27,https://solanart.io/search/?token=CMs1dHLY41qWqwNo9esc9PSX5tuVjQpUgEFZYCDadPV7,Blue,Pink,Pink Leather Jacket,Weed,Star Eyes,Unicorn,Smiling
5277,5,211,80.15,https://alpha.art/t/9JUgYqBVL5rjRZcEVa6jNhCEVGPFfaQi5UTPCYGKerrS,Orange,Purple,Purple Shirt,Gold Ring,Star Eyes,Unicorn,Weed
5347,22,798,0,https://alpha.art/t/Bf1WgXQMxPFnFiNfwRLTTpk4tFnZF41avL89hDDzYPon,Purple,Alien,Red Jacket,Weed,Closed,Spiky Hair,Annoyed
5355,6,1192,61.72,https://magiceden.io/item-details/CTtS17BPHJUA8Dbx61S8DTEuedBZcL1VVi8uFi9scVWG,Red,Purple,Solana Tee,Gun,Beaten,Fisherman Hat,Smiling
5485,4,4709,67.63,https://magiceden.io/item-details/9NcidxWbpBesPtKiSSFF1PSwCDHzCUY9xvVaJyr38UZT,Cyan,Salmon,Red Jacket,Solana,Closed,Cowboy Hat,Neutral
5490,8.9,3209,24.64,https://magiceden.io/item-details/4UzEWCAbzDDzoZG6SZqQvXzg5p7SQRRxMNZr7ahFw53H,Green,Salmon,Singlet,Amulet,High,Fisherman Hat,Golden Teeth
5544,1599,1460,0,https://alpha.art/t/ESVkvzY4aeoAoqZWhCMUKZ8JbX98f66RkhriRby6qsyQ,Purple,Salmon,Bone Necklace,None,Focused,Royal Crown,Weed
5546,4.6,2517,74.91,https://alpha.art/t/C5heB4CgkUMYu4pVRFXunRKLiQQgnurEG4haMi2GHRJT,Cyan,Purple,Pocket Watch,None,Heart Eyes,Fedora,Weed
5571,10,5963,7.11,https://alpha.art/t/47G2iCQwwY5foim8bJSKAHWjRUXgFLxLu9bEx6baQXeG,Orange,Alien,Piggy Tee,None,Closed,Cowboy Hat,Neutral
5576,50,8468,0,https://alpha.art/t/AukJ6ukx89fetvREs4Ew6ZnHPApZQuxuukcaU84xcHrF,Blue,Pink,Singlet,Palette,Beaten,Fedora,Annoyed
5580,13,958,0,https://magiceden.io/item-details/Com7gZXmPZTVGG8o28JBsDF2wvX7cGXhLcNiR9o3oq63,Orange,Yellow,Blanket,Red Diamond,Coin,Beanie,Smiling
5601,3.44,5283,70.93,https://magiceden.io/item-details/MkCLHbLQwHSi1NDHPe1ZZMcLGWyWCFYQgoUWxU8WmF4,Blue,Salmon,Rich Jacket,Amulet,Sleeping,Santa Cap,Annoyed
5652,48.2,3362,0,https://alpha.art/t/2943hXxnwhE9RUEYZcijJg7Aods8szs8zHu5d7LTrCsy,Cyan,Alien,Piggy Tee,None,High,Afro Tail,Beaten
