id,price,moonRank,💎 score (%),storeURL,Accessories,Background,Celestial Accessories,Clothe,Eyes,Face,Hair,Mouth,Skin
1475,1,2036,83.83,https://solanart.io/search/?token=42QjapCKtxPdtCvHnfk3haxGmhocB4foRui1LAzma98v,,Purple,Parallel Bar Earring,Jumper Yellow,Bulls Eye,,Dreads Teal,Smirk,Pale Tattooed
1480,3.99,6516,33.76,https://solanart.io/search/?token=FiQEcM2ELdVanixF9dAofEupJbWvzHZpMdi8iqACLeM6,Ear Cuffs,Green,,Jumper Teal,Closed,,Zero One,Angry,Undead
1493,3.5,4556,47.49,https://solanart.io/search/?token=FEAimBBPaY996o4Jo9bLy4uNaS9odXM5B9gqcGm5hBvq,Cheek Bandage,Purple,,Hoodie,Nymph,Face Mask,Ponytail White,,Tan
1502,0.4,5665,73.49,https://solanart.io/search/?token=BcUxDdvhzh18kfawNL6ycdwKZWAfWGuUKu1csyFiESuh,,Purple,Ruby Earring,T Shirt Navy,Nymph,,Ponytail Red,Angry,Tan
1504,3,5573,47.91,https://solanart.io/search/?token=d8nZ3YdEKkBgFL1aFA51BDbvkV9X1smWska5Z328FR9,,Green,Antique Glasses,T Shirt Teal,Purple,,Textured Rose,Neutral,Undead
1520,80,6420,0,https://solanart.io/search/?token=7hdZ3BmcfDZKhwvRftrKnNWFetbNTDFLDz6bpehwLxhk,X Choker,Yellow,,Celestial Suit,Bulls Eye,,Dreads Rose,Angry,Pale
1521,2,4022,64.89,https://solanart.io/search/?token=DV68rxWHm2kFpbWbiGTyFS3xKH3rhPmKukHiKeWhzqKx,Celestial Choker,Mystic Red,,Tanktop Teal,Fire,,Spiky Teal,Goblin,Tan
1524,2.2,8034,44.83,https://solanart.io/search/?token=Hcar9sqJ7RofhEVBJsRPhzmFm6qBFPNppK1nyA9SQSuE,X Choker,Green,,T Shirt Black,Samsara,,Long Black,Goblin,Pale
1525,15,7833,0,https://solanart.io/search/?token=9hAhbnhjoGfF3fF1mNmAguFKGnwhAehHk1528hDVXxQa,Rope Choker,Blue,,Suit Purple,Samsara,,Braided,Angry,Pale
1534,3.2,3359,55.88,https://solanart.io/search/?token=885BgG88qFVzBnSxCBaSH1JFtcRbH7VmHXvFBcCKiwLM,,Green,Cat Mask,Celestial Suit,Bulls Eye,,Spiky Blue,Shark,Tan
1537,2,4707,61.81,https://solanart.io/search/?token=8WYPFRBWJZZAHScw4NjZCfxwYHwLmW5FyyJeNppBTEng,Neck Bandage,Yellow,,Jumper Navy,Orange,Face Mask,Long Teal,,Tan
1539,4,4284,43.71,https://solanart.io/search/?token=D2RAPrhqTZqe4GxMbDG6PeYC2kkDta8mh7Fd6RtY3CyR,X Choker,Red,,Samurai Armor,Bulls Eye,,Dreads Red,Neutral,Undead
1541,2,6066,55.69,https://solanart.io/search/?token=A21wZYhd1AbGkCMtoyxWVgTiy45qxdeVQor5cb37FNdr,Nose Scar,Purple,,Elementalist,Closed,,Ponytail White,Neutral,Tan
1544,3.5,4720,46.75,https://solanart.io/search/?token=ERwTvbbrkaUQZVrbEdGuFabTCNEuVzU1CTxpK7ZWdTSB,Nose Scar,Green,,Skeleton T Shirt,Bulls Eye,Bubblegum,Ponytail Black,,Undead
1548,1,3576,76.9,https://solanart.io/search/?token=5WsgHySyTmgEhByY6TyWsBBmQdyA7489rtC3PptcXiDn,X Choker,Red,,KAM1 Jacket,Orange,Tengu Mask,Spiky Blonde,,Tan
1549,1.8,8415,47.11,https://solanart.io/search/?token=DTz5sJm7XxtaLiANmcMRQfuLykEtENWrqQM28WE6VKuV,,Green,,Shirtless,Closed,Cigarette,Textured Green,,Undead
1558,0.65,3140,82.36,https://solanart.io/search/?token=7UMWvmoH9gCj1uK328zCmZ6QXCu3TkNkvV7wyM6fSBxE,Bandage,Green,,Slayer Uniform,Samsara,Cigarette,Spiky Teal,,Undead
1573,0.75,8414,57.62,https://solanart.io/search/?token=FKCjcwv96TBBK5yd2cdNvF5quS2sgmR9sTiM36dx6ny2,,Yellow,,Skeleton T Shirt,Devil,Face Mask,Long Cyan,,Pale
1593,1.75,3635,69.13,https://solanart.io/search/?token=Gj7apsbVhs46JYeeqZKVyCwivAKqV2J3pZtfECK59YKU,Rope Choker,Black,,Skeleton T Shirt,Samsara,,Dreads Purple,Goblin,Kaisen
1605,55,3314,0,https://solanart.io/search/?token=BYPrBXVUEr8jy5x3txvLJCMuqxx6xFWgCC9VYbxuwUnD,Ear Cuffs,Purple,,Suit Classic,Bulls Eye,,Ponytail White,Smirk,Kaisen
1607,5,8787,13.44,https://solanart.io/search/?token=BGYhVctfC8BjG2JVJLcCntJASUhSirSddBuJHaTTAN3B,,Yellow,,KAM1 Jacket,Closed,,Ponytail Green,Stiched,Pale
1619,2.2,4964,58.65,https://solanart.io/search/?token=8JhXCeU36Mq2X2YocwnM7y22UixLPAoABXZB1LqAndes,Eye Patch,Purple,,Tanktop Black,Odd Eye,,Ponytail White,Fang,Pale
1638,2,1079,78.14,https://solanart.io/search/?token=G1r9BDvqZmCifwVPbKzM9hriDSAyJ6RuxskCJ4ur5i8q,,Yellow,Scouter,Oni Suit,Purple,,Man Bun Navy,Fang,Undead Tattooed
1643,55,2239,0,https://solanart.io/search/?token=5XiDBCa5i1hQNJ8z2ZD5i5qicbawJueyGdLZuARfqDH5,,Black,Rolling Hill Earring,Suit Classic,Devil,Ninja Mask,Textured Purple,,Tan
1670,4,2930,49.81,https://solanart.io/search/?token=bJoK4UQ8LXF3gDteWc4sheriQbH5xqHDdXMjsJzhgTM,Nose Scar,Red,,Jumper Teal,Possessed,,Dragon,Shark,Pale
1671,3.3,1916,61.37,https://solanart.io/search/?token=H5ec3WfppiKttgER4DMc9Pw73q16ytDQPx9prgi7FxrS,Pain Piercing,Mystic Blue,,Jumper Navy,Samsara,Gas Mask,Long Red,,Pale
1684,3,3003,59.48,https://solanart.io/search/?token=5suHKXj7k76obdWkuG9WYfYLWNyTf6xqxbZVx4ZJUkAs,,Yellow,Cat Mask,Jumper Navy,Elementalist,,Man Bun Teal,Angry,Pale
1685,2,6889,51.98,https://solanart.io/search/?token=F4ffiZ4sQbStB5vzpqU9qzVWXJHJv11bMUmf8upHc6K3,Nose Scar,Blue,,Jumper Pink,Bulls Eye,,Ponytail Black,Fang,Pale
1705,0.5,8543,59.54,https://solanart.io/search/?token=2uuQE4xE1WnwTMDVAvuq6ES4Nm29h7CPHu8Y1pLUsW7h,,Yellow,,Yukata,Samsara,,Textured Green,Stiched,Tan
1742,1.2,5155,67.79,https://alpha.art/t/DAuAqHo2J5cUCLQpmHdsadsnJs4UV8TJKwTs3CdfrPGJ,Celestial Choker,Purple,,Ninja Vest,Closed,,Police,Fang,Pale
1743,1.2,8216,54.01,https://alpha.art/t/3PPwpgCmHAQVn37sHHyL2WRtsVp2TfH2u5AaeP4J5cSZ,Stud,Blue,,Tanktop Red,Bulls Eye,,Long Black,Angry,Tan
1744,1.3,8544,51.53,https://alpha.art/t/2T7HdUEoXo5mCUK5KuNN3MkQrvqNnR6Zw8n9ooAywC3u,,Yellow,,Military Uniform,Bulls Eye,,Dreads Red,Smirk,Pale
1762,999999,6289,0,https://solanart.io/search/?token=4cArJERwZvsEqduFQNsnFEqH6XsUrNdLhYpKH6RqFY7f,,Blue,,Gi,Purple,,Braided,Shark,Kaisen
1776,199,95,0,https://solanart.io/search/?token=3ND3tnRgER3XY88csNVv4yShJR2xYnJRFFW9o6gcimJe,,Purple,Royal Earring,Jumper Navy,Elementalist,Bubblegum,Man Bun Teal,,Zombie
1778,0.88,6686,64.1,https://solanart.io/search/?token=9n1mfGAuAsZ3Te8QGAZiBgXLe7P7sFCE74p95DszGGmg,Oni Talisman,Yellow,,Tanktop Black,Samsara,,Man Bun Navy,Goblin,Tan
1785,1.5,323,86.55,https://solanart.io/search/?token=CMY6YzWqLeF7brsqvqZNFtsWjMzsz7E7t2QEcJ1SM2bv,,Black,Nimbus Earring,Tanktop Red,Bulls Eye,Bubblegum,Textured Teal,,Kaisen
1791,20,3461,0,https://solanart.io/search/?token=GhPQrnbxUhJxBU5kuTYzxcyXqgkdGcscNsshbPiicTki,Eyebrow Scar,Red,,Military Uniform,Odd Eye,,Ponytail Green,Angry,Pale
1793,0.5,1909,89.4,https://solanart.io/search/?token=EwRJjNH7bzLnh6Pjc9wW7k3inFucM5jW6NK1sXYZqknB,Eye Patch,Red,,Military Uniform,Closed,,Man Bun Green,Stiched,Zombie
1807,5,6114,25.47,https://solanart.io/search/?token=4mJxLVo5nS8dY7HhXXv3MLmzNY4fdSMRcjMXSDaZYsJs,Nose Ring,Purple,,Butler Suit,Devil,,Long Black,Fang,Undead
1817,3,2223,62.99,https://solanart.io/search/?token=4o4MAiedVUtvk5FX8sjqmq2eoHAVkDjkhXeTvKiYfy9J,Eyebrow Scar,Black,,Slayer Uniform,Fire,Tengu Mask,Long Red,,Pale
1829,5,5696,27.35,https://solanart.io/search/?token=HRmDHm15noznx9HMjoT1JCiJrVgQb3rFaq7fN1Ah9wTY,,Yellow,Dragon Earring,Shihakusho,Fire,,Man Bun Teal,Fang,Pale
1832,4,3784,45.96,https://solanart.io/search/?token=6HfuCJoY5ssBTa1RAdwmFZWM8SMjjGn57dkok59jQGUn,,Black,Dragon Earring,Raijin's Robe,Orange,,Dreads Teal,Stiched,Pale
1833,3,4357,53.38,https://solanart.io/search/?token=2SHWp4JpaTchyCKBGd1UKzX4KtSYYQdKyZT9zm7PMfJk,Ear Cuffs,Blue,,Tanktop Black,Closed,Cigarette,Ponytail Black,,Pale
1848,1.7,2409,75.15,https://solanart.io/search/?token=2XFx7jP4oTavRvfPvc84ReHyzmpky4P2Fc81aA4UyvWr,,Red,Dragon's Fang,Hoodie,Nymph,Bubblegum,Man Bun Red,,Tan
1863,2.15,424,79.59,https://solanart.io/search/?token=Cu2YtkAqp4nJUVRTYrCj9oXkgr4Q13Vx9QMQv7a9AibE,,Purple,Royal Earring,Arctic Jacket,Samsara,Hahoe Mask,Zero One,,Tan
1865,1.2,3766,74.04,https://solanart.io/search/?token=59pfHVvqZLJ2AUUbVGn3Fv6WvNSAh2NAvFuYv9vQrxz1,Stud,Mystic Blue,,Shinto Uniform,Devil,,Dreads Purple,Shark,Undead
1899,1.7,7250,53.36,https://solanart.io/search/?token=CZCcTwCKvQNSEvQTgCunvTbg66WajmNYizkTbPEaShiK,,Blue,,Yukata,Bulls Eye,Snake Tongue,Dreads Purple,,Pale
1908,3,4818,51.31,https://solanart.io/search/?token=5VGozPxzGiv3SP3YLT2vinf6V3PdzKij9764tfsM9JDz,,Red,Royal Blue Earring,T Shirt Navy,Nymph,,Dreads Purple,Smirk,Tan
1928,5,388,51.25,https://solanart.io/search/?token=2oKeYX6g7p6jATjgEeZFmLV9ncFKJ27PNJSEj9ix4Aq1,,Green,Revenger Earring,T Shirt Navy,Samsara,Noh Mask,Textured Green,,Pale Tattooed
1943,1,3657,76.53,https://solanart.io/search/?token=3HAK5gtNqvJj1DQXRnmTL1LnL9nyi3iqtuJ3VkRD1Fho,Celestial Choker,Green,,Tanktop Red,Samsara,,Ponytail Green,Neutral,Undead Tattooed
1949,4.44,8042,22.39,https://alpha.art/t/FvRGP6cY9CBsv7xPbm1Ehh9afJziLUsp93bXyN2SXgBS,Nose Ring,Green,,Suit Purple,Samsara,,Ponytail Red,Angry,Undead
1955,1,3685,76.41,https://solanart.io/search/?token=HLpBnKxzVA4aSEvZJoeX3ZYxDSoqFZaJZek3FBSVFJTj,,Blue,Revenger Earring,Celestial Suit,Samsara,,Textured Purple,Smirk,Undead
1956,2,6741,52.65,https://solanart.io/search/?token=EQDvJU7KT4hdRFwLudWGLbYnqmpTPcsKjpPN9WoPtoqB,Oni Talisman,Black,,Suit Purple,Closed,,Ponytail Red,Neutral,Pale
1961,5,1007,48.47,https://solanart.io/search/?token=3Ahp5sczDNBLvdhEdhAAQ8xXwrvwSqhDSWPHZTh6JoCS,Oni Talisman,Yellow,,Shirtless,Fire,Tengu Mask,Dreads Rose,,Undead Tattooed
1978,5,7413,19.62,https://solanart.io/search/?token=BNL5ftqLwtk8TfxSwwyMZEuFQexJcxCW4fCFWMzXFVyS,Bandage,Blue,,Tanktop Purple,Orange,,Man Bun Green,Angry,Pale
1982,9.9,1060,0,https://solanart.io/search/?token=3x83eyBvQc7ug8uJabjdwLTJ2oZhZZrxFnPRFdMxYaJT,Pain Piercing,Red,,T Shirt Red,Purple,Oni Mask,Ponytail Black,,Undead
1983,0.8,7293,62.16,https://alpha.art/t/FaDdTLJPmygpX2xFzJDRisBFFQVKQxXm41ZwHvuEYvBZ,Rope Choker,Black,,Tanktop Black,Nymph,,Dreads Purple,Smirk,Pale
1989,2.99,503,70.84,https://solanart.io/search/?token=H2QLxDxJ3VCNaYjAa5WENcSaXQPZHGkppLVTN7PrtQLf,Oni Talisman,Mystic Blue,,Hoodie,Elementalist,Noh Mask,Textured Purple,,Tan
1992,4,2804,50.38,https://solanart.io/search/?token=7uU59XS7taM1MLfyX6Co42TztumJ7z9f2jEgY9unc8e8,Neck Scar,Red,,Changpao,Purple,Snake Tongue,Ponytail White,,Undead
1996,0.949,7545,59.54,https://solanart.io/search/?token=AWx3eQFijBxr2VfTYYwsG9sfhGX4kEzgHjLyM9PteMH3,Stud,Red,,Suit Classic,Nymph,,Spiky Teal,Angry,Tan
2001,2.5,225,76.99,https://solanart.io/search/?token=3Jc6rwQvMWhufUhkbrZzCWvRQ67oCeHYKXBf7aKP7ieb,,Mystic Red,Hanbok Earring,Raijin's Robe,Orange,Tengu Mask,Ponytail Red,,Undead
2012,0.9,5918,67.35,https://solanart.io/search/?token=4YHBfjY5p625N66jzFR6apoqrPNkKDTDy98R7curcdfZ,Oni Talisman,Black,,Shinto Uniform,Fire,,Textured Green,Neutral,Undead
2013,1.29,2044,80.9,https://solanart.io/search/?token=H4Rtp8bcaBAAuHin7aACwCi98AeBmoASKvSWiCEX3jK4,Eyebrow Scar,Red,,Gi,Purple,Tengu Mask,Ponytail Black,,Tan
2057,2,8184,46.15,https://solanart.io/search/?token=fsJDLF7512vqFPDPiHaUkNfxkU6GqRdz9Eb2TfDifwG,Ear Cuffs,Green,,Shirtless,Purple,,Long Black,Goblin,Undead
2066,4,3862,45.61,https://solanart.io/search/?token=JDVhXkyHQcAtiChxKVZHioi7xxUjwr9vAc4vkDC7oaNZ,,Green,Royal Blue Earring,Ninja Vest,Orange,,Fox,Smirk,Undead
2091,3.98,8546,24.72,https://solanart.io/search/?token=GMBsox1MTi5J8YevRArzs9WyJ6eZrrGDPinFUwDgVM9b,,Black,,Gangster Jacket,Fire,,Dreads Purple,Fang,Pale
2103,888.880005,316,0,https://solanart.io/search/?token=7L15QaBWdmnWtudXySrpssQeBLVDE8sqdqfUbVZ8VjU6,Pain Piercing,Green,,Samurai Armor,Nymph,,Man Bun Red,Goblin,Dragon
2129,1.7,5707,60.3,https://solanart.io/search/?token=BTojiXnxhm5DSVtcpVjWMXscb8BsmqKSayC3UbeBjb6W,,Yellow,Rolling Hill Earring,Ninja Vest,Orange,,Ponytail Red,Stiched,Tan
2134,2.73,3059,61.93,https://solanart.io/search/?token=HYX58zvBgRtJULvmTY9hECoTErWetPJ9jwdVk7a4PorX,,Black,Masquerade Mask,Ninja Vest,Devil,,Man Bun Red,Stiched,Tan
2138,1,5544,68.04,https://solanart.io/search/?token=3HrH8n7pRFN8ymr1aaMHSZpnmJDjJpsBUTwauEPbDD7K,,Purple,Ruby Earring,T Shirt Teal,Nymph,,Ponytail Green,Neutral,Pale
2139,5,1773,45.02,https://solanart.io/search/?token=9KvEtPT9jEUUM6K2k2kRgsK15DfYQGECi597BtUo7kjk,,Yellow,Rolling Hill Earring,T Shirt Navy,Devil,Tengu Mask,Ponytail White,,Tan
2147,0.789,4754,73.71,https://alpha.art/t/24wGp5CzoPt1pviPk2zVtKoWSRquwUbTfnRvVDG5rVWX,Eye Patch,Black,,Hoodie,Purple,Cigarette,Long Teal,,Undead
2154,1.7,4592,65.32,https://solanart.io/search/?token=7YB9pEd7aqdPxAUmE5NHrFPGgeSBr5wxYnYi9D9cJsr8,X Choker,Green,,Tanktop Black,Orange,Bubblegum,Textured Rose,,Tan
2159,0.5,6454,68.94,https://solanart.io/search/?token=8UHgmkKsGL9x4of1zJdiqne2D2ESfXDgr4YbXYDY59HX,Nose Ring,Yellow,,Gi,Purple,,Dreads Rose,Neutral,Tan
2174,2,8092,46.57,https://solanart.io/search/?token=AKRX8iMgYzD2PQpfh1FsARSngLZUBRQFS6znpPC7moZZ,Cheek Scar,Green,,Shirtless,Orange,,Ponytail Black,Fang,Undead
2176,0.4,5904,72.42,https://solanart.io/search/?token=6kZVb59UJFN6hLC8tqXGeE5BKSFLYh8cXQg1s7nwFnsV,Nose Bleed,Blue,,Rider Jacket,Devil,,Dreads Purple,Stiched,Pale
2178,1,5974,66.1,https://solanart.io/search/?token=2RB7mvdr1xg6bDXdtkE8entWRZ8Ryi5ptdbkh5gEnxwq,Oni Talisman,Purple,,Gi,Closed,,Ponytail Green,Angry,Undead
2183,2.8,840,71.22,https://alpha.art/t/3gdKYB8VVnkw1HT3KcwTYrkSxpgfjd5b2BU5HvRYjfPD,Oni Talisman,Blue,,Jumper Yellow,Odd Eye,,Police,Smirk,Undead Tattooed
2194,0.95,3960,75.67,https://solanart.io/search/?token=EKDHr1FjiQW1gSHm1sBWMsuqLMZk5TMBTm58eEcvzMUt,Celestial Choker,Red,,Gangster Jacket,Samsara,,Goblin,Stiched,Tan
2196,0.6,4333,77.49,https://solanart.io/search/?token=6ZPsQtEQDkx77E5DYZBL2GqMu7Xa9QEk7vvsv4Yj4sXv,Bandage,Purple,,Tanktop Purple,Nymph,Ninja Mask,Textured Purple,,Pale
2207,3,6492,43.77,https://solanart.io/search/?token=8tbiDpEVuvBBM5A4t6HH1bcGC3MEwjcwmFuYD5eKLv2h,X Choker,Blue,,Arctic Jacket,Purple,,Dreads Purple,Angry,Pale
2234,0.4,4475,78.85,https://solanart.io/search/?token=9grZvpn3SzXLcMi4YmyDaEYxE86EHHohANYyLrzkq7qQ,X Choker,Blue,,Skeleton T Shirt,Purple,Ninja Mask,Long Red,,Undead
2237,0.7,8278,58.73,https://solanart.io/search/?token=ERRHYKj67mNxRVZ5DxWshg6KsC58PjyHVp2JUfSvoCHk,,Green,,Montsuki,Elementalist,,Long Cyan,Stiched,Undead
2239,2,7615,48.71,https://solanart.io/search/?token=CrqQn3Mdqe8Cgu5dxBiDvDWGoFy5cFjsHkJNsyTF1QzM,Eyebrow Scar,Green,,Tanktop Red,Devil,,Textured Purple,Goblin,Undead
2250,1,5080,70.13,https://solanart.io/search/?token=7JxqPcwBpEm7uQ311mHbDa92u2PFssMs4fr8kP4BykzE,,Blue,Antique Glasses,Suit Teal,Purple,,Ponytail White,Stiched,Pale
2271,0.7,8367,58.33,https://alpha.art/t/BukyhZf4qJJxPFfER1MbQymZjxzts5Pce2pEXRxW3jCx,,Red,,Skeleton T Shirt,Nymph,Face Mask,Textured Purple,,Tan
2273,0.48,4268,78.98,https://solanart.io/search/?token=7R6ecVffqynwpCfWBA6WBwFHzybhtcJGvcy937XvwjHi,Nose Ring,Red,,Tanktop Purple,Samsara,Snake Tongue,Spiky Purple,,Tan
2275,4.5,4201,39.09,https://solanart.io/search/?token=2Azw9ZS58NUpAMTqMi7Pv1v1mcu9o7QxerU3fAPWC1HA,Eyebrow Scar,Purple,,Shirtless,Samsara,Ninja Mask,Man Bun Navy,,Undead
2284,0.48,5908,71.6,https://magiceden.io/item-details/8HuqiXPA7CJcYmRUeWnA92cHuVst77P8HEYbUj9vMo7N,Cheek Scar,Blue,,Hanbok,Samsara,,Spiky Teal,Stiched,Pale
2323,77,2489,0,https://solanart.io/search/?token=7kybwCENc854cVhSELxF5u9LzdMHXYnzhHzaMcCmPMBX,,Yellow,Revenger Earring,Jumper Yellow,Devil,,Textured Green,Angry,Undead Tattooed
2333,2,191,82.14,https://alpha.art/t/3nyVF5s3LRpKtpV3WfSQVBV9769NMdjc7rYAVFF8mETe,,Black,Tsunade's Necklace,Celestial Suit,Purple,Noh Mask,Braided,,Pale
2360,1.95,1724,75.74,https://solanart.io/search/?token=AU9rbwZ9c1rBJaJQeypAjsS4WS4nDmXnDsDx4rATrV1m,,Yellow,Scouter,T Shirt Teal,Nymph,Tengu Mask,Textured Purple,,Undead
2366,0.3,8839,60.2,https://solanart.io/search/?token=76da4BKiypfaa3TyhN1zfTi69e3nWKL2ZqLTWF1KBTT2,,Blue,,Jumper Navy,Devil,,Spiky Teal,Angry,Pale
2368,4,3502,47.23,https://alpha.art/t/9VAVRT9V7c936xm9eAG6hCY2nPh8FsG4UNbtQuWQv1Z4,,Black,Parallel Bar Earring,Gangster Jacket,Closed,,Dreads Purple,Fang,Pale
2374,6,3624,26.68,https://solanart.io/search/?token=BNzK8XZ1tPs8184GwbgEyxmEi9dFHsBvAS3wd8p5MECq,Eyebrow Scar,Blue,,Skeleton T Shirt,Samsara,Gas Mask,Man Bun Red,,Undead
2377,3,199,72.1,https://solanart.io/search/?token=9U7WaszPX4gVtc1NdmQ8u9CjxJpcY324RQWwMLGJiCaM,Bandage,Yellow,,Skeleton T Shirt,Possessed,Cigarette,Fox,,Kaisen
2378,4,3793,45.92,https://solanart.io/search/?token=EXUTg7pob6Z1s68LviVubHX4vydVWjFdYUeThdThNW9S,Oni Talisman,Black,,Tanktop Teal,Devil,,Textured Rose,Goblin,Undead Tattooed
2379,2,3599,66.8,https://solanart.io/search/?token=DWQZGeQPqgAtC3MppuNGkAvpP6vysgTCdGM7copmWjvA,Cheek Scar,Purple,,T Shirt Navy,Nymph,Hahoe Mask,Long Teal,,Tan
2388,0.45,2925,85.33,https://magiceden.io/item-details/CanS3dk6yxUKssqdYmexqisvnrn8dybft3vAEcKCfe9j,Cheek Bandage,Red,,Shinto Uniform,Odd Eye,,Man Bun Green,Smirk,Pale
2392,0.99,2659,81.13,https://solanart.io/search/?token=AvVAEaxn6VxZ6Vc3SsWJDrnTkoMQmyKv1CwXycAv8YEv,Nose Scar,Blue,,Shirtless,Purple,Tengu Mask,Fox,,Tan
2394,6,2520,31.65,https://solanart.io/search/?token=AGTZ27LENhWQmHcxX8AhbRtDSCJbDf9kzygFfK89tjZj,Stud,Green,,T Shirt Teal,Closed,,Fox,Shark,Kaisen
2396,6.3,1339,33.97,https://solanart.io/search/?token=2JQ7ZjdoYCT1C8wg7HDFtFw6YjoT6517xKVpziTKPh8h,,Blue,,Oni Suit,Purple,Ghoul Mask,Samurai Bun,,Zombie
2406,11.11,8672,0,https://solanart.io/search/?token=6FihKmoodMxaaMzZH1QYruLcunemuDwx5hX76NNTWwVu,,Black,,Ninja Vest,Devil,,Man Bun Navy,Stiched,Pale
2411,12.12,3830,0,https://solanart.io/search/?token=3oY8ckiAQvGoe3XdKteVhet1MXXSwK7bYq54yAQrYwi1,Rope Choker,Red,,Tanktop Red,Fire,Gas Mask,Long Teal,,Undead
2425,0.4,8628,60.15,https://magiceden.io/item-details/SVBig3zMHRhT5QuRpeuE4P8decXAsTmrhvzBrnnRijf,,Red,,Shihakusho,Nymph,,Textured Green,Stiched,Undead
2433,2.3,5943,53.24,https://solanart.io/search/?token=8wy9E1DjEp5CTm6WgSTFF3bZ7CDeYBW9s6Q9MYy3xH8D,Oni Talisman,Green,,Suit Teal,Closed,,Samurai Bun,Goblin,Undead
2434,5,7388,19.74,https://solanart.io/search/?token=EbhQPU7R35YPdkwM7TZep9PxBq8QpWqExsoEQ3mRW2fm,Oni Talisman,Green,,KAM1 Jacket,Fire,,Long Black,Neutral,Undead
2450,1,7935,57.27,https://solanart.io/search/?token=6gQCHgUfq3pHmMsVbMiffL3H1rihaKsYnTnbiVCY35kv,Nose Ring,Green,,Hoodie,Bulls Eye,,Dreads Red,Stiched,Undead
2454,4,4237,43.92,https://solanart.io/search/?token=46TFBRJgzDKouBSsvLBErYBTpMMHjnfxPo43cfA7fdCs,Neck Scar,Red,,Tanktop Red,Fire,Face Mask,Man Bun Green,,Tan
2461,1200,3869,0,https://solanart.io/search/?token=3653XtT7t7gF4hgjrMmfJH7goM7wGaKxVSW8DWaTUsiv,,Black,Wu Zhu Earring,Skeleton T Shirt,Orange,,Goblin,Goblin,Undead
2469,2.4,3568,62.94,https://solanart.io/search/?token=66ChwnybFy4GVX4L5tpELV6znGePm3Xp9tH4f4AuKabx,,Purple,Rolling Hill Earring,Butler Suit,Fire,,Spiky Blonde,Angry,Tan
2473,2.71,1872,67.47,https://solanart.io/search/?token=9HJWWufvsd2NShjXxuKuPp1eLGK5EiH9eMWPy8Qpydjm,,Black,Wu Zhu Earring,Tanktop Teal,Nymph,Ninja Mask,Dreads Purple,,Undead
2481,0.53,5201,74.28,https://solanart.io/search/?token=AFB6B62R3NtPQ97DXAE7UiRimWUi3UxKFwsmAbyKSYsA,,Purple,Ruby Earring,Suit Purple,Samsara,,Ponytail Red,Shark,Undead
2484,1.6,985,82.57,https://solanart.io/search/?token=44KEgdkgF4CHSH2CJM9sRfcgvRGeZ88LRhDUcXovWzkc,,Red,Dragon's Fang,Gangster Jacket,Closed,Snake Tongue,Textured Teal,,Tan
2490,3.49,7510,34.29,https://solanart.io/search/?token=9T4ABUCHMrofxevKJm5cazQzMTgze6DGCQSrm2oJni7b,Bandage,Black,,Hoodie,Nymph,,Ponytail Black,Shark,Pale
2492,2.6,6934,45.78,https://solanart.io/search/?token=4LwK2t2CowtzWv396kJ9NgRowCv1zRbMTwLdvCS3k68o,Neck Bandage,Red,,Suit Burgundy,Purple,,Long Black,Smirk,Undead
2504,15,517,0,https://solanart.io/search/?token=BomtWPMR93ne6Jzv9dJnxoLzvhPtFJ5aC3S9dix7KFzA,,Purple,Oni Necklace,Skeleton T Shirt,Samsara,Ninja Mask,Textured Green,,Undead
2510,15,3087,0,https://solanart.io/search/?token=G9qQDnRKFXRjjwVsp7mzUNu7gMAPnnd7fPPZxP9U2H6e,Neck Scar,Blue,,T Shirt Teal,Samsara,Ninja Mask,Zero One,,Pale
2511,2.5,6618,48.2,https://solanart.io/search/?token=E6bURGDURzxYxJFhwjcdrY8hfG1nGBiYKFDCXez7vTF2,Celestial Choker,Red,,Shirtless,Fire,,Textured Rose,Fang,Tan
2517,1,7300,60.13,https://solanart.io/search/?token=6dV9KMpnTVmS6Tic5rqrVjwh3BRyLMqpF2fcUtBnmDJC,Nose Scar,Purple,,Jumper Navy,Samsara,,Dreads Teal,Fang,Tan
2518,1.8,2013,75.94,https://solanart.io/search/?token=Hb3L7X5T2vgHXapW5de9GfaW2WbUJvFfW3osPrCn84am,Stud,Purple,,Shinto Uniform,Closed,Tengu Mask,Spiky Teal,,Undead
2520,4,2354,52.4,https://solanart.io/search/?token=21RGRzyjMGiKZeQXst4hmYMUCMJbdcbbT2wT1gKJ7pzy,Celestial Choker,Holo,,Shirtless,Devil,,Man Bun Teal,Smirk,Undead
2529,0.6,7067,65.18,https://solanart.io/search/?token=9cvAX9gJBSEZSkRvQsuCqzDEx9mzp2qv9KYMEpKXd3FT,Nose Scar,Blue,,T Shirt Navy,Nymph,,Ponytail Red,Smirk,Tan
2534,1.4,3149,74.82,https://solanart.io/search/?token=39UmJJZEEz79VrXfY8TMbpnZ5K5dgcXc9B43Fkg6YWPB,,Mystic Blue,Dragon Earring,T Shirt Teal,Bulls Eye,,Textured Purple,Shark,Undead
2538,1.3,3814,72.83,https://solanart.io/search/?token=NfNp5AnLMfLEf6YSakUxkfBxmLkKFUkj7owtkNwJGvv,,Mystic Red,,Gangster Jacket,Purple,Tengu Mask,Textured Teal,,Undead
